Time,Subject,Midline
2.8359,CTEEG_Control_48,1.41e-6
2.8359,CTEEG_Control_51,1.17e-6
2.8359,CTEEG_Control_52,1.16e-6
2.8359,CTEEG_Control_53,1.58e-6
2.8359,CTEEG_Control_54,1.18e-6
2.8359,CTEEG_Control_55,1.4e-6
2.8359,CTEEG_Control_56,1.34e-6
2.8359,CTEEG_Control_59,1.52e-6
2.8359,CTEEG_Control_61,1.19e-6
2.8359,CTEEG_Control_62,6.59e-7
2.8359,CTEEG_Control_65,1.62e-6
2.8438,CTEEG_Control_30,2.75e-6
2.8438,CTEEG_Control_31,1.49e-6
2.8438,CTEEG_Control_32,1.09e-6
2.8438,CTEEG_Control_33,2.61e-6
2.8438,CTEEG_Control_34,3.1e-6
2.8438,CTEEG_Control_35,1.68e-6
2.8438,CTEEG_Control_36,2.66e-6
2.8438,CTEEG_Control_37,1.12e-6
2.8438,CTEEG_Control_38,1.19e-6
2.8438,CTEEG_Control_41,1.07e-6
2.8438,CTEEG_Control_42,7.54e-7
2.8438,CTEEG_Control_43,5.8e-7
2.8438,CTEEG_Control_46,1.27e-6
2.8438,CTEEG_Control_47,9.19e-7
2.8438,CTEEG_Control_48,1.43e-6
2.8438,CTEEG_Control_51,1.16e-6
2.8438,CTEEG_Control_52,1.17e-6
2.8438,CTEEG_Control_53,1.57e-6
2.8438,CTEEG_Control_54,1.16e-6
2.8438,CTEEG_Control_55,1.38e-6
2.8438,CTEEG_Control_56,1.35e-6
2.8438,CTEEG_Control_59,1.52e-6
2.8438,CTEEG_Control_61,1.18e-6
2.8438,CTEEG_Control_62,6.49e-7
2.8438,CTEEG_Control_65,1.61e-6
2.8516,CTEEG_Control_30,2.79e-6
2.8516,CTEEG_Control_31,1.51e-6
2.8516,CTEEG_Control_32,1.1e-6
2.8516,CTEEG_Control_33,2.61e-6
2.8516,CTEEG_Control_34,3.08e-6
2.8516,CTEEG_Control_35,1.68e-6
2.8516,CTEEG_Control_36,2.7e-6
2.8516,CTEEG_Control_37,1.09e-6
2.8516,CTEEG_Control_38,1.18e-6
2.8516,CTEEG_Control_41,1.09e-6
2.8516,CTEEG_Control_42,7.43e-7
2.8516,CTEEG_Control_43,5.69e-7
2.8516,CTEEG_Control_46,1.28e-6
2.8516,CTEEG_Control_47,9.15e-7
2.8516,CTEEG_Control_48,1.44e-6
2.8516,CTEEG_Control_51,1.15e-6
2.8516,CTEEG_Control_52,1.18e-6
2.8516,CTEEG_Control_53,1.56e-6
2.8516,CTEEG_Control_54,1.13e-6
2.8516,CTEEG_Control_55,1.35e-6
2.8516,CTEEG_Control_56,1.37e-6
2.8516,CTEEG_Control_59,1.52e-6
2.8516,CTEEG_Control_61,1.18e-6
2.8516,CTEEG_Control_62,6.4e-7
2.8516,CTEEG_Control_65,1.6e-6
2.8594,CTEEG_Control_30,2.83e-6
2.8594,CTEEG_Control_31,1.53e-6
2.8594,CTEEG_Control_32,1.1e-6
2.8594,CTEEG_Control_33,2.62e-6
2.8594,CTEEG_Control_34,3.07e-6
2.8594,CTEEG_Control_35,1.67e-6
2.8594,CTEEG_Control_36,2.74e-6
2.8594,CTEEG_Control_37,1.06e-6
2.8594,CTEEG_Control_38,1.16e-6
2.8594,CTEEG_Control_41,1.12e-6
2.8594,CTEEG_Control_42,7.31e-7
2.8594,CTEEG_Control_43,5.58e-7
2.8594,CTEEG_Control_46,1.29e-6
2.8594,CTEEG_Control_47,9.12e-7
2.8594,CTEEG_Control_48,1.45e-6
2.8594,CTEEG_Control_51,1.14e-6
2.8594,CTEEG_Control_52,1.19e-6
2.8594,CTEEG_Control_53,1.55e-6
2.8594,CTEEG_Control_54,1.11e-6
2.8594,CTEEG_Control_55,1.33e-6
2.8594,CTEEG_Control_56,1.38e-6
2.8594,CTEEG_Control_59,1.52e-6
2.8594,CTEEG_Control_61,1.18e-6
2.8594,CTEEG_Control_62,6.3e-7
2.8594,CTEEG_Control_65,1.59e-6
2.8672,CTEEG_Control_30,2.87e-6
2.8672,CTEEG_Control_31,1.54e-6
2.8672,CTEEG_Control_32,1.1e-6
2.8672,CTEEG_Control_33,2.62e-6
2.8672,CTEEG_Control_34,3.05e-6
2.8672,CTEEG_Control_35,1.67e-6
2.8672,CTEEG_Control_36,2.78e-6
2.8672,CTEEG_Control_37,1.03e-6
2.8672,CTEEG_Control_38,1.15e-6
2.8672,CTEEG_Control_41,1.14e-6
2.8672,CTEEG_Control_42,7.2e-7
2.8672,CTEEG_Control_43,5.47e-7
2.8672,CTEEG_Control_46,1.3e-6
2.8672,CTEEG_Control_47,9.15e-7
2.8672,CTEEG_Control_48,1.46e-6
2.8672,CTEEG_Control_51,1.13e-6
2.8672,CTEEG_Control_52,1.21e-6
2.8672,CTEEG_Control_53,1.54e-6
2.8672,CTEEG_Control_54,1.09e-6
2.8672,CTEEG_Control_55,1.3e-6
2.8672,CTEEG_Control_56,1.39e-6
2.8672,CTEEG_Control_59,1.51e-6
2.8672,CTEEG_Control_61,1.19e-6
2.8672,CTEEG_Control_62,6.21e-7
2.8672,CTEEG_Control_65,1.58e-6
2.875,CTEEG_Control_30,2.9e-6
2.875,CTEEG_Control_31,1.56e-6
2.875,CTEEG_Control_32,1.11e-6
2.875,CTEEG_Control_33,2.62e-6
2.875,CTEEG_Control_34,3.03e-6
2.875,CTEEG_Control_35,1.66e-6
2.875,CTEEG_Control_36,2.82e-6
2.875,CTEEG_Control_37,9.99e-7
2.875,CTEEG_Control_38,1.13e-6
2.875,CTEEG_Control_41,1.17e-6
2.875,CTEEG_Control_42,7.11e-7
2.875,CTEEG_Control_43,5.37e-7
2.875,CTEEG_Control_46,1.31e-6
2.875,CTEEG_Control_47,9.2e-7
2.875,CTEEG_Control_48,1.46e-6
2.875,CTEEG_Control_51,1.12e-6
2.875,CTEEG_Control_52,1.22e-6
2.875,CTEEG_Control_53,1.53e-6
2.875,CTEEG_Control_54,1.07e-6
2.875,CTEEG_Control_55,1.28e-6
2.875,CTEEG_Control_56,1.4e-6
2.875,CTEEG_Control_59,1.51e-6
2.875,CTEEG_Control_61,1.19e-6
2.875,CTEEG_Control_62,6.11e-7
2.875,CTEEG_Control_65,1.57e-6
2.8828,CTEEG_Control_30,2.94e-6
2.8828,CTEEG_Control_31,1.57e-6
2.8828,CTEEG_Control_32,1.11e-6
2.8828,CTEEG_Control_33,2.62e-6
2.8828,CTEEG_Control_34,3.02e-6
2.8828,CTEEG_Control_35,1.65e-6
2.8828,CTEEG_Control_36,2.86e-6
2.8828,CTEEG_Control_37,9.72e-7
2.8828,CTEEG_Control_38,1.12e-6
2.8828,CTEEG_Control_41,1.19e-6
2.8828,CTEEG_Control_42,7.01e-7
2.8828,CTEEG_Control_43,5.28e-7
2.8828,CTEEG_Control_46,1.33e-6
2.8828,CTEEG_Control_47,9.25e-7
2.8828,CTEEG_Control_48,1.47e-6
2.8828,CTEEG_Control_51,1.11e-6
2.8828,CTEEG_Control_52,1.24e-6
2.8828,CTEEG_Control_53,1.53e-6
2.8828,CTEEG_Control_54,1.06e-6
2.8828,CTEEG_Control_55,1.26e-6
2.8828,CTEEG_Control_56,1.41e-6
2.8828,CTEEG_Control_59,1.5e-6
2.8828,CTEEG_Control_61,1.2e-6
2.8828,CTEEG_Control_62,6.02e-7
2.8828,CTEEG_Control_65,1.55e-6
2.8906,CTEEG_Control_30,2.97e-6
2.8906,CTEEG_Control_31,1.59e-6
2.8906,CTEEG_Control_32,1.11e-6
2.8906,CTEEG_Control_33,2.62e-6
2.8906,CTEEG_Control_34,2.99e-6
2.8906,CTEEG_Control_35,1.64e-6
2.8906,CTEEG_Control_36,2.89e-6
2.8906,CTEEG_Control_37,9.45e-7
2.8906,CTEEG_Control_38,1.11e-6
2.8906,CTEEG_Control_41,1.21e-6
2.8906,CTEEG_Control_42,6.91e-7
2.8906,CTEEG_Control_43,5.2e-7
2.8906,CTEEG_Control_46,1.34e-6
2.8906,CTEEG_Control_47,9.29e-7
2.8906,CTEEG_Control_48,1.48e-6
2.8906,CTEEG_Control_51,1.1e-6
2.8906,CTEEG_Control_52,1.26e-6
2.8906,CTEEG_Control_53,1.53e-6
2.8906,CTEEG_Control_54,1.04e-6
2.8906,CTEEG_Control_55,1.23e-6
2.8906,CTEEG_Control_56,1.42e-6
2.8906,CTEEG_Control_59,1.49e-6
2.8906,CTEEG_Control_61,1.21e-6
2.8906,CTEEG_Control_62,5.93e-7
2.8906,CTEEG_Control_65,1.53e-6
2.8984,CTEEG_Control_30,3e-6
2.8984,CTEEG_Control_31,1.6e-6
2.8984,CTEEG_Control_32,1.11e-6
2.8984,CTEEG_Control_33,2.61e-6
2.8984,CTEEG_Control_34,2.97e-6
2.8984,CTEEG_Control_35,1.63e-6
2.8984,CTEEG_Control_36,2.93e-6
2.8984,CTEEG_Control_37,9.2e-7
2.8984,CTEEG_Control_38,1.1e-6
2.8984,CTEEG_Control_41,1.24e-6
2.8984,CTEEG_Control_42,6.82e-7
2.8984,CTEEG_Control_43,5.12e-7
2.8984,CTEEG_Control_46,1.35e-6
2.8984,CTEEG_Control_47,9.33e-7
2.8984,CTEEG_Control_48,1.49e-6
2.8984,CTEEG_Control_51,1.09e-6
2.8984,CTEEG_Control_52,1.28e-6
2.8984,CTEEG_Control_53,1.53e-6
2.8984,CTEEG_Control_54,1.03e-6
2.8984,CTEEG_Control_55,1.21e-6
2.8984,CTEEG_Control_56,1.43e-6
2.8984,CTEEG_Control_59,1.48e-6
2.8984,CTEEG_Control_61,1.22e-6
2.8984,CTEEG_Control_62,5.85e-7
2.8984,CTEEG_Control_65,1.52e-6
2.9062,CTEEG_Control_30,3.03e-6
2.9062,CTEEG_Control_31,1.61e-6
2.9062,CTEEG_Control_32,1.11e-6
2.9062,CTEEG_Control_33,2.61e-6
2.9062,CTEEG_Control_34,2.95e-6
2.9062,CTEEG_Control_35,1.61e-6
2.9062,CTEEG_Control_36,2.96e-6
2.9062,CTEEG_Control_37,8.98e-7
2.9062,CTEEG_Control_38,1.09e-6
2.9062,CTEEG_Control_41,1.26e-6
2.9062,CTEEG_Control_42,6.73e-7
2.9062,CTEEG_Control_43,5.06e-7
2.9062,CTEEG_Control_46,1.37e-6
2.9062,CTEEG_Control_47,9.35e-7
2.9062,CTEEG_Control_48,1.5e-6
2.9062,CTEEG_Control_51,1.08e-6
2.9062,CTEEG_Control_52,1.3e-6
2.9062,CTEEG_Control_53,1.53e-6
2.9062,CTEEG_Control_54,1.02e-6
2.9062,CTEEG_Control_55,1.19e-6
2.9062,CTEEG_Control_56,1.44e-6
2.9062,CTEEG_Control_59,1.46e-6
2.9062,CTEEG_Control_61,1.24e-6
2.9062,CTEEG_Control_62,5.78e-7
2.9062,CTEEG_Control_65,1.5e-6
2.9141,CTEEG_Control_30,3.05e-6
2.9141,CTEEG_Control_31,1.62e-6
2.9141,CTEEG_Control_32,1.12e-6
2.9141,CTEEG_Control_33,2.6e-6
2.9141,CTEEG_Control_34,2.92e-6
2.9141,CTEEG_Control_35,1.6e-6
2.9141,CTEEG_Control_36,3e-6
2.9141,CTEEG_Control_37,8.77e-7
2.9141,CTEEG_Control_38,1.08e-6
2.9141,CTEEG_Control_41,1.28e-6
2.9141,CTEEG_Control_42,6.64e-7
2.9141,CTEEG_Control_43,5.01e-7
2.9141,CTEEG_Control_46,1.38e-6
2.9141,CTEEG_Control_47,9.38e-7
2.9141,CTEEG_Control_48,1.51e-6
2.9141,CTEEG_Control_51,1.07e-6
2.9141,CTEEG_Control_52,1.33e-6
2.9141,CTEEG_Control_53,1.54e-6
2.9141,CTEEG_Control_54,1.01e-6
2.9141,CTEEG_Control_55,1.17e-6
2.9141,CTEEG_Control_56,1.44e-6
2.9141,CTEEG_Control_59,1.45e-6
2.9141,CTEEG_Control_61,1.25e-6
2.9141,CTEEG_Control_62,5.73e-7
2.9141,CTEEG_Control_65,1.48e-6
2.9219,CTEEG_Control_30,3.08e-6
2.9219,CTEEG_Control_31,1.63e-6
2.9219,CTEEG_Control_32,1.12e-6
2.9219,CTEEG_Control_33,2.6e-6
2.9219,CTEEG_Control_34,2.89e-6
2.9219,CTEEG_Control_35,1.58e-6
2.9219,CTEEG_Control_36,3.02e-6
2.9219,CTEEG_Control_37,8.59e-7
2.9219,CTEEG_Control_38,1.07e-6
2.9219,CTEEG_Control_41,1.3e-6
2.9219,CTEEG_Control_42,6.57e-7
2.9219,CTEEG_Control_43,4.97e-7
2.9219,CTEEG_Control_46,1.4e-6
2.9219,CTEEG_Control_47,9.39e-7
2.9219,CTEEG_Control_48,1.52e-6
2.9219,CTEEG_Control_51,1.06e-6
2.9219,CTEEG_Control_52,1.35e-6
2.9219,CTEEG_Control_53,1.54e-6
2.9219,CTEEG_Control_54,1e-6
2.9219,CTEEG_Control_55,1.15e-6
2.9219,CTEEG_Control_56,1.45e-6
2.9219,CTEEG_Control_59,1.43e-6
2.9219,CTEEG_Control_61,1.27e-6
2.9219,CTEEG_Control_62,5.68e-7
2.9219,CTEEG_Control_65,1.46e-6
2.9297,CTEEG_Control_30,3.1e-6
2.9297,CTEEG_Control_31,1.64e-6
2.9297,CTEEG_Control_32,1.12e-6
2.9297,CTEEG_Control_33,2.59e-6
2.9297,CTEEG_Control_34,2.87e-6
2.9297,CTEEG_Control_35,1.57e-6
2.9297,CTEEG_Control_36,3.05e-6
2.9297,CTEEG_Control_37,8.43e-7
2.9297,CTEEG_Control_38,1.06e-6
2.9297,CTEEG_Control_41,1.32e-6
2.9297,CTEEG_Control_42,6.49e-7
2.9297,CTEEG_Control_43,4.94e-7
2.9297,CTEEG_Control_46,1.42e-6
2.9297,CTEEG_Control_47,9.39e-7
2.9297,CTEEG_Control_48,1.52e-6
2.9297,CTEEG_Control_51,1.05e-6
2.9297,CTEEG_Control_52,1.38e-6
2.9297,CTEEG_Control_53,1.55e-6
2.9297,CTEEG_Control_54,9.99e-7
2.9297,CTEEG_Control_55,1.13e-6
2.9297,CTEEG_Control_56,1.46e-6
2.9297,CTEEG_Control_59,1.42e-6
2.9297,CTEEG_Control_61,1.29e-6
2.9297,CTEEG_Control_62,5.65e-7
2.9297,CTEEG_Control_65,1.44e-6
2.9375,CTEEG_Control_30,3.12e-6
2.9375,CTEEG_Control_31,1.65e-6
2.9375,CTEEG_Control_32,1.12e-6
2.9375,CTEEG_Control_33,2.58e-6
2.9375,CTEEG_Control_34,2.84e-6
2.9375,CTEEG_Control_35,1.55e-6
2.9375,CTEEG_Control_36,3.07e-6
2.9375,CTEEG_Control_37,8.3e-7
2.9375,CTEEG_Control_38,1.05e-6
2.9375,CTEEG_Control_41,1.34e-6
2.9375,CTEEG_Control_42,6.4e-7
2.9375,CTEEG_Control_43,4.92e-7
2.9375,CTEEG_Control_46,1.43e-6
2.9375,CTEEG_Control_47,9.39e-7
2.9375,CTEEG_Control_48,1.53e-6
2.9375,CTEEG_Control_51,1.04e-6
2.9375,CTEEG_Control_52,1.4e-6
2.9375,CTEEG_Control_53,1.56e-6
2.9375,CTEEG_Control_54,9.95e-7
2.9375,CTEEG_Control_55,1.11e-6
2.9375,CTEEG_Control_56,1.46e-6
2.9375,CTEEG_Control_59,1.4e-6
2.9375,CTEEG_Control_61,1.31e-6
2.9375,CTEEG_Control_62,5.63e-7
2.9375,CTEEG_Control_65,1.42e-6
2.9453,CTEEG_Control_30,3.14e-6
2.9453,CTEEG_Control_31,1.66e-6
2.9453,CTEEG_Control_32,1.12e-6
2.9453,CTEEG_Control_33,2.57e-6
2.9453,CTEEG_Control_34,2.8e-6
2.9453,CTEEG_Control_35,1.54e-6
2.9453,CTEEG_Control_36,3.09e-6
2.9453,CTEEG_Control_37,8.2e-7
2.9453,CTEEG_Control_38,1.04e-6
2.9453,CTEEG_Control_41,1.36e-6
2.9453,CTEEG_Control_42,6.33e-7
2.9453,CTEEG_Control_43,4.92e-7
2.9453,CTEEG_Control_46,1.45e-6
2.9453,CTEEG_Control_47,9.38e-7
2.9453,CTEEG_Control_48,1.54e-6
2.9453,CTEEG_Control_51,1.03e-6
2.9453,CTEEG_Control_52,1.43e-6
2.9453,CTEEG_Control_53,1.58e-6
2.9453,CTEEG_Control_54,9.91e-7
2.9453,CTEEG_Control_55,1.09e-6
2.9453,CTEEG_Control_56,1.47e-6
2.9453,CTEEG_Control_59,1.38e-6
2.9453,CTEEG_Control_61,1.33e-6
2.9453,CTEEG_Control_62,5.62e-7
2.9453,CTEEG_Control_65,1.4e-6
2.9531,CTEEG_Control_30,3.15e-6
2.9531,CTEEG_Control_31,1.67e-6
2.9531,CTEEG_Control_32,1.12e-6
2.9531,CTEEG_Control_33,2.56e-6
2.9531,CTEEG_Control_34,2.77e-6
2.9531,CTEEG_Control_35,1.52e-6
2.9531,CTEEG_Control_36,3.11e-6
2.9531,CTEEG_Control_37,8.16e-7
2.9531,CTEEG_Control_38,1.04e-6
2.9531,CTEEG_Control_41,1.38e-6
2.9531,CTEEG_Control_42,6.26e-7
2.9531,CTEEG_Control_43,4.93e-7
2.9531,CTEEG_Control_46,1.47e-6
2.9531,CTEEG_Control_47,9.36e-7
2.9531,CTEEG_Control_48,1.55e-6
2.9531,CTEEG_Control_51,1.02e-6
2.9531,CTEEG_Control_52,1.46e-6
2.9531,CTEEG_Control_53,1.59e-6
2.9531,CTEEG_Control_54,9.88e-7
2.9531,CTEEG_Control_55,1.07e-6
2.9531,CTEEG_Control_56,1.47e-6
2.9531,CTEEG_Control_59,1.36e-6
2.9531,CTEEG_Control_61,1.35e-6
2.9531,CTEEG_Control_62,5.61e-7
2.9531,CTEEG_Control_65,1.38e-6
2.9609,CTEEG_Control_30,3.17e-6
2.9609,CTEEG_Control_31,1.67e-6
2.9609,CTEEG_Control_32,1.12e-6
2.9609,CTEEG_Control_33,2.54e-6
2.9609,CTEEG_Control_34,2.74e-6
2.9609,CTEEG_Control_35,1.51e-6
2.9609,CTEEG_Control_36,3.13e-6
2.9609,CTEEG_Control_37,8.16e-7
2.9609,CTEEG_Control_38,1.03e-6
2.9609,CTEEG_Control_41,1.39e-6
2.9609,CTEEG_Control_42,6.21e-7
2.9609,CTEEG_Control_43,4.95e-7
2.9609,CTEEG_Control_46,1.49e-6
2.9609,CTEEG_Control_47,9.34e-7
2.9609,CTEEG_Control_48,1.56e-6
2.9609,CTEEG_Control_51,1.01e-6
2.9609,CTEEG_Control_52,1.49e-6
2.9609,CTEEG_Control_53,1.61e-6
2.9609,CTEEG_Control_54,9.86e-7
2.9609,CTEEG_Control_55,1.05e-6
2.9609,CTEEG_Control_56,1.47e-6
2.9609,CTEEG_Control_59,1.34e-6
2.9609,CTEEG_Control_61,1.37e-6
2.9609,CTEEG_Control_62,5.6e-7
2.9609,CTEEG_Control_65,1.35e-6
2.9688,CTEEG_Control_30,3.18e-6
2.9688,CTEEG_Control_31,1.68e-6
2.9688,CTEEG_Control_32,1.12e-6
2.9688,CTEEG_Control_33,2.53e-6
2.9688,CTEEG_Control_34,2.71e-6
2.9688,CTEEG_Control_35,1.49e-6
2.9688,CTEEG_Control_36,3.14e-6
2.9688,CTEEG_Control_37,8.19e-7
2.9688,CTEEG_Control_38,1.03e-6
2.9688,CTEEG_Control_41,1.41e-6
2.9688,CTEEG_Control_42,6.17e-7
2.9688,CTEEG_Control_43,4.99e-7
2.9688,CTEEG_Control_46,1.5e-6
2.9688,CTEEG_Control_47,9.3e-7
2.9688,CTEEG_Control_48,1.56e-6
2.9688,CTEEG_Control_51,9.99e-7
2.9688,CTEEG_Control_52,1.51e-6
2.9688,CTEEG_Control_53,1.62e-6
2.9688,CTEEG_Control_54,9.84e-7
2.9688,CTEEG_Control_55,1.04e-6
2.9688,CTEEG_Control_56,1.47e-6
2.9688,CTEEG_Control_59,1.32e-6
2.9688,CTEEG_Control_61,1.39e-6
2.9688,CTEEG_Control_62,5.6e-7
2.9688,CTEEG_Control_65,1.33e-6
2.9766,CTEEG_Control_30,3.18e-6
2.9766,CTEEG_Control_31,1.69e-6
2.9766,CTEEG_Control_32,1.12e-6
2.9766,CTEEG_Control_33,2.51e-6
2.9766,CTEEG_Control_34,2.67e-6
2.9766,CTEEG_Control_35,1.48e-6
2.9766,CTEEG_Control_36,3.15e-6
2.9766,CTEEG_Control_37,8.26e-7
2.9766,CTEEG_Control_38,1.02e-6
2.9766,CTEEG_Control_41,1.42e-6
2.9766,CTEEG_Control_42,6.13e-7
2.9766,CTEEG_Control_43,5.04e-7
2.9766,CTEEG_Control_46,1.52e-6
2.9766,CTEEG_Control_47,9.26e-7
2.9766,CTEEG_Control_48,1.57e-6
2.9766,CTEEG_Control_51,9.93e-7
2.9766,CTEEG_Control_52,1.54e-6
2.9766,CTEEG_Control_53,1.64e-6
2.9766,CTEEG_Control_54,9.82e-7
2.9766,CTEEG_Control_55,1.02e-6
2.9766,CTEEG_Control_56,1.48e-6
2.9766,CTEEG_Control_59,1.3e-6
2.9766,CTEEG_Control_61,1.42e-6
2.9766,CTEEG_Control_62,5.61e-7
2.9766,CTEEG_Control_65,1.31e-6
2.9844,CTEEG_Control_30,3.19e-6
2.9844,CTEEG_Control_31,1.7e-6
2.9844,CTEEG_Control_32,1.12e-6
2.9844,CTEEG_Control_33,2.5e-6
2.9844,CTEEG_Control_34,2.64e-6
2.9844,CTEEG_Control_35,1.46e-6
2.9844,CTEEG_Control_36,3.16e-6
2.9844,CTEEG_Control_37,8.37e-7
2.9844,CTEEG_Control_38,1.02e-6
2.9844,CTEEG_Control_41,1.43e-6
2.9844,CTEEG_Control_42,6.1e-7
2.9844,CTEEG_Control_43,5.11e-7
2.9844,CTEEG_Control_46,1.54e-6
2.9844,CTEEG_Control_47,9.2e-7
2.9844,CTEEG_Control_48,1.58e-6
2.9844,CTEEG_Control_51,9.88e-7
2.9844,CTEEG_Control_52,1.57e-6
2.9844,CTEEG_Control_53,1.66e-6
2.9844,CTEEG_Control_54,9.81e-7
2.9844,CTEEG_Control_55,1.01e-6
2.9844,CTEEG_Control_56,1.48e-6
2.9844,CTEEG_Control_59,1.28e-6
2.9844,CTEEG_Control_61,1.44e-6
2.9844,CTEEG_Control_62,5.61e-7
2.9844,CTEEG_Control_65,1.29e-6
2.9922,CTEEG_Control_30,3.19e-6
2.9922,CTEEG_Control_31,1.71e-6
2.9922,CTEEG_Control_32,1.12e-6
2.9922,CTEEG_Control_33,2.48e-6
2.9922,CTEEG_Control_34,2.6e-6
2.9922,CTEEG_Control_35,1.45e-6
2.9922,CTEEG_Control_36,3.16e-6
2.9922,CTEEG_Control_37,8.49e-7
2.9922,CTEEG_Control_38,1.02e-6
2.9922,CTEEG_Control_41,1.44e-6
2.9922,CTEEG_Control_42,6.09e-7
2.9922,CTEEG_Control_43,5.19e-7
2.9922,CTEEG_Control_46,1.55e-6
2.9922,CTEEG_Control_47,9.13e-7
2.9922,CTEEG_Control_48,1.58e-6
2.9922,CTEEG_Control_51,9.84e-7
2.9922,CTEEG_Control_52,1.6e-6
2.9922,CTEEG_Control_53,1.68e-6
2.9922,CTEEG_Control_54,9.79e-7
2.9922,CTEEG_Control_55,9.99e-7
2.9922,CTEEG_Control_56,1.48e-6
2.9922,CTEEG_Control_59,1.26e-6
2.9922,CTEEG_Control_61,1.46e-6
2.9922,CTEEG_Control_62,5.61e-7
2.9922,CTEEG_Control_65,1.27e-6
3,CTEEG_Control_30,3.19e-6
3,CTEEG_Control_31,1.72e-6
3,CTEEG_Control_32,1.12e-6
3,CTEEG_Control_33,2.47e-6
3,CTEEG_Control_34,2.57e-6
3,CTEEG_Control_35,1.43e-6
3,CTEEG_Control_36,3.16e-6
3,CTEEG_Control_37,8.65e-7
3,CTEEG_Control_38,1.02e-6
3,CTEEG_Control_41,1.45e-6
3,CTEEG_Control_42,6.08e-7
3,CTEEG_Control_43,5.29e-7
3,CTEEG_Control_46,1.57e-6
3,CTEEG_Control_47,9.06e-7
3,CTEEG_Control_48,1.59e-6
3,CTEEG_Control_51,9.82e-7
3,CTEEG_Control_52,1.62e-6
3,CTEEG_Control_53,1.7e-6
3,CTEEG_Control_54,9.78e-7
3,CTEEG_Control_55,9.89e-7
3,CTEEG_Control_56,1.48e-6
3,CTEEG_Control_59,1.23e-6
3,CTEEG_Control_61,1.48e-6
3,CTEEG_Control_62,5.62e-7
3,CTEEG_Control_65,1.25e-6
3.0078,CTEEG_Control_30,3.19e-6
3.0078,CTEEG_Control_31,1.73e-6
3.0078,CTEEG_Control_32,1.12e-6
3.0078,CTEEG_Control_33,2.45e-6
3.0078,CTEEG_Control_34,2.53e-6
3.0078,CTEEG_Control_35,1.42e-6
3.0078,CTEEG_Control_36,3.16e-6
3.0078,CTEEG_Control_37,8.82e-7
3.0078,CTEEG_Control_38,1.02e-6
3.0078,CTEEG_Control_41,1.45e-6
3.0078,CTEEG_Control_42,6.08e-7
3.0078,CTEEG_Control_43,5.4e-7
3.0078,CTEEG_Control_46,1.59e-6
3.0078,CTEEG_Control_47,8.97e-7
3.0078,CTEEG_Control_48,1.59e-6
3.0078,CTEEG_Control_51,9.8e-7
3.0078,CTEEG_Control_52,1.65e-6
3.0078,CTEEG_Control_53,1.72e-6
3.0078,CTEEG_Control_54,9.77e-7
3.0078,CTEEG_Control_55,9.8e-7
3.0078,CTEEG_Control_56,1.48e-6
3.0078,CTEEG_Control_59,1.21e-6
3.0078,CTEEG_Control_61,1.5e-6
3.0078,CTEEG_Control_62,5.63e-7
3.0078,CTEEG_Control_65,1.23e-6
3.0156,CTEEG_Control_30,3.18e-6
3.0156,CTEEG_Control_31,1.74e-6
3.0156,CTEEG_Control_32,1.12e-6
3.0156,CTEEG_Control_33,2.44e-6
3.0156,CTEEG_Control_34,2.49e-6
3.0156,CTEEG_Control_35,1.4e-6
3.0156,CTEEG_Control_36,3.16e-6
3.0156,CTEEG_Control_37,9.02e-7
3.0156,CTEEG_Control_38,1.02e-6
3.0156,CTEEG_Control_41,1.46e-6
3.0156,CTEEG_Control_42,6.07e-7
3.0156,CTEEG_Control_43,5.53e-7
3.0156,CTEEG_Control_46,1.6e-6
3.0156,CTEEG_Control_47,8.89e-7
3.0156,CTEEG_Control_48,1.59e-6
3.0156,CTEEG_Control_51,9.79e-7
3.0156,CTEEG_Control_52,1.67e-6
3.0156,CTEEG_Control_53,1.74e-6
3.0156,CTEEG_Control_54,9.76e-7
3.0156,CTEEG_Control_55,9.71e-7
3.0156,CTEEG_Control_56,1.47e-6
3.0156,CTEEG_Control_59,1.18e-6
3.0156,CTEEG_Control_61,1.53e-6
3.0156,CTEEG_Control_62,5.63e-7
3.0156,CTEEG_Control_65,1.21e-6
3.0234,CTEEG_Control_30,3.17e-6
3.0234,CTEEG_Control_31,1.76e-6
3.0234,CTEEG_Control_32,1.12e-6
3.0234,CTEEG_Control_33,2.43e-6
3.0234,CTEEG_Control_34,2.45e-6
3.0234,CTEEG_Control_35,1.39e-6
3.0234,CTEEG_Control_36,3.15e-6
3.0234,CTEEG_Control_37,9.24e-7
3.0234,CTEEG_Control_38,1.02e-6
3.0234,CTEEG_Control_41,1.46e-6
3.0234,CTEEG_Control_42,6.07e-7
3.0234,CTEEG_Control_43,5.66e-7
3.0234,CTEEG_Control_46,1.62e-6
3.0234,CTEEG_Control_47,8.79e-7
3.0234,CTEEG_Control_48,1.6e-6
3.0234,CTEEG_Control_51,9.78e-7
3.0234,CTEEG_Control_52,1.69e-6
3.0234,CTEEG_Control_53,1.75e-6
3.0234,CTEEG_Control_54,9.74e-7
3.0234,CTEEG_Control_55,9.63e-7
3.0234,CTEEG_Control_56,1.47e-6
3.0234,CTEEG_Control_59,1.16e-6
3.0234,CTEEG_Control_61,1.55e-6
3.0234,CTEEG_Control_62,5.64e-7
3.0234,CTEEG_Control_65,1.19e-6
3.0312,CTEEG_Control_30,3.16e-6
