"","Subject","hmm2_mean.1","hmm2_mean.2","hmm2_sd.1","hmm2_sd.2","hmm2_p1","hmm2_p2","hmm3_mean.1","hmm3_mean.2","hmm3_mean.3","hmm3_sd.1","hmm3_sd.2","hmm3_sd.3","hmm3_p1","hmm3_p2","hmm3_p3","hmm4_mean.1","hmm4_mean.2","hmm4_mean.3","hmm4_mean.4","hmm4_sd.1","hmm4_sd.2","hmm4_sd.3","hmm4_sd.4","hmm4_p1","hmm4_p2","hmm4_p3","hmm4_p4","hmm5_mean.1","hmm5_mean.2","hmm5_mean.3","hmm5_mean.4","hmm5_mean.5","hmm5_sd.1","hmm5_sd.2","hmm5_sd.3","hmm5_sd.4","hmm5_sd.5","hmm5_p1","hmm5_p2","hmm5_p3","hmm5_p4","hmm5_p5","features_class","features_trials","features_scale"
"162","CTEEG017",0.241,0.145,0.04,0.031,0.342701014832162,0.657298985167838,0.244,0.119,0.171,0.039,0.023,0.013,0.321493624772313,0.316679677335415,0.361826697892272,0.145,0.178,0.247,0.103,0.01,0.011,0.038,0.018,0.225474889409316,0.292349726775956,0.303018475149623,0.179156908665105,0.136,0.166,0.097,0.263,0.198,0.01,0.008,0.015,0.034,0.012,0.20439760603695,0.236533957845433,0.134790528233151,0.211163153786105,0.213114754098361,"experiment",1,"ZscoredScaled"
"163","CTEEG018",0.274,0.148,0.07,0.028,0.335443037974684,0.664556962025316,0.29,0.178,0.126,0.067,0.016,0.015,0.268987341772152,0.380650994575045,0.350361663652803,0.171,0.337,0.221,0.125,0.012,0.058,0.02,0.015,0.301084990958409,0.150542495479204,0.203435804701627,0.34493670886076,0.294,0.188,0.112,0.155,0.132,0.067,0.013,0.009,0.007,0.006,0.260397830018083,0.275316455696203,0.146473779385172,0.166365280289331,0.151446654611212,"experiment",1,"ZscoredScaled"
"164","CTEEG019",0.252,0.148,0.039,0.031,0.405685747214752,0.594314252785248,0.172,0.254,0.117,0.015,0.038,0.018,0.349980791394545,0.391087207068767,0.258932001536688,0.167,0.279,0.117,0.211,0.011,0.029,0.018,0.014,0.283134844410296,0.229350749135613,0.256242796772954,0.231271609681137,0.212,0.104,0.171,0.279,0.141,0.014,0.01,0.009,0.029,0.01,0.226661544371879,0.151363810987322,0.227045716480983,0.229350749135613,0.165578179024203,"experiment",1,"ZscoredScaled"
"165","CTEEG021",0.165,0.098,0.031,0.022,0.436078222695224,0.563921777304776,0.08,0.117,0.17,0.018,0.01,0.03,0.258081681521884,0.367832912065984,0.374085406412133,0.194,0.111,0.076,0.143,0.028,0.008,0.017,0.011,0.173872555540774,0.30850073167487,0.219103365704403,0.298523347079952,0.149,0.196,0.125,0.105,0.074,0.008,0.027,0.006,0.006,0.017,0.208460822136491,0.166422775043235,0.203538645736331,0.226287082612744,0.195290674471199,"experiment",1,"ZscoredScaled"
"166","CTEEG022",0.389,0.234,0.074,0.042,0.57847295864263,0.42152704135737,0.333,0.228,0.451,0.025,0.039,0.067,0.349946977730647,0.378048780487805,0.272004241781548,0.195,0.338,0.268,0.453,0.023,0.023,0.017,0.067,0.199363732767762,0.322905620360551,0.218451749734889,0.259278897136797,0.181,0.453,0.229,0.338,0.274,0.015,0.067,0.014,0.022,0.014,0.127253446447508,0.259278897136797,0.114528101802757,0.320784729586426,0.178154825026511,"experiment",1,"ZscoredScaled"
"167","CTEEG023",0.256,0.421,0.045,0.083,0.65055387713998,0.34944612286002,0.29,0.216,0.423,0.021,0.034,0.082,0.362789526686808,0.293554884189325,0.343655589123867,0.444,0.316,0.202,0.263,0.08,0.02,0.031,0.012,0.27190332326284,0.268126888217523,0.202920443101712,0.257049345417925,0.272,0.445,0.245,0.317,0.191,0.008,0.08,0.009,0.02,0.028,0.164652567975831,0.270644511581067,0.149798590130916,0.261581067472306,0.153323262839879,"experiment",1,"ZscoredScaled"
"168","CTEEG024",0.073,0.12,0.017,0.02,0.49789889214313,0.50210110785687,0.065,0.098,0.133,0.015,0.008,0.018,0.334267159047498,0.369412963198778,0.296319877753725,0.102,0.135,0.052,0.079,0.007,0.017,0.012,0.007,0.320259773335031,0.264866929835732,0.153062523876226,0.261810772953012,0.114,0.096,0.145,0.077,0.051,0.006,0.005,0.015,0.006,0.012,0.215204380491532,0.248694766331338,0.160448236342799,0.234814720488985,0.140837896345346,"experiment",1,"ZscoredScaled"
"169","CTEEG049",0.136,0.252,0.027,0.059,0.448526597780329,0.551473402219671,0.298,0.208,0.132,0.056,0.02,0.025,0.253348641408343,0.341370072713356,0.405281285878301,0.117,0.224,0.169,0.313,0.018,0.018,0.015,0.056,0.261576731725985,0.303291236127057,0.241484883275928,0.193647148871029,0.155,0.196,0.24,0.113,0.324,0.011,0.012,0.015,0.016,0.056,0.190011481056257,0.207807118254879,0.223306544202067,0.220244929200153,0.158629927286644,"experiment",1,"ZscoredScaled"
"170","CTEEG057",0.148,0.069,0.049,0.017,0.463562033416282,0.536437966583718,0.06,0.181,0.102,0.013,0.049,0.015,0.35087095627444,0.235691432634198,0.413437611091362,0.082,0.115,0.055,0.187,0.007,0.011,0.011,0.049,0.250266619267686,0.275151084251689,0.264841805901173,0.209740490579453,0.131,0.055,0.107,0.199,0.082,0.009,0.011,0.006,0.049,0.007,0.153572698186989,0.265908282971916,0.169214361891219,0.165303945965162,0.246000710984714,"experiment",1,"ZscoredScaled"
"171","CTEEG058",0.334,0.176,0.075,0.042,0.392948717948718,0.607051282051282,0.151,0.357,0.231,0.03,0.071,0.023,0.379102564102564,0.301666666666667,0.319230769230769,0.182,0.364,0.24,0.127,0.014,0.069,0.022,0.023,0.237435897435897,0.28,0.287051282051282,0.195512820512821,0.127,0.305,0.232,0.427,0.181,0.023,0.026,0.017,0.06,0.013,0.194871794871795,0.214871794871795,0.241282051282051,0.119358974358974,0.229615384615385,"experiment",1,"ZscoredScaled"
"172","CTEEG060",0.127,0.248,0.031,0.042,0.436170212765957,0.563829787234043,0.265,0.179,0.109,0.034,0.021,0.022,0.418439716312057,0.294326241134752,0.287234042553192,0.192,0.305,0.12,0.245,0.016,0.023,0.027,0.012,0.224822695035461,0.152482269503546,0.373758865248227,0.248936170212766,0.307,0.179,0.109,0.255,0.233,0.022,0.021,0.022,0.007,0.009,0.145390070921986,0.28936170212766,0.287234042553192,0.129078014184397,0.148936170212766,"experiment",1,"ZscoredScaled"
"173","CTEEG002",0.16,0.294,0.045,0.054,0.557377049180328,0.442622950819672,0.187,0.274,0.171,0.156,0.04,0.023,0.141530054644809,0.444808743169399,0.413661202185792,0.093,0.32,0.226,0.165,0.035,0.049,0.021,0.016,0.123497267759563,0.29016393442623,0.292896174863388,0.29344262295082,0.157,0.242,0.326,0.195,0.092,0.012,0.016,0.048,0.011,0.035,0.219672131147541,0.227322404371585,0.25792349726776,0.175956284153005,0.119125683060109,"experiment",1,"Minmaxscale"
"174","CTEEG003",0.19,0.386,0.04,0.108,0.494810586403736,0.505189413596264,0.174,0.44,0.276,0.03,0.102,0.03,0.381681370005189,0.3188894654904,0.299429164504411,0.324,0.49,0.162,0.236,0.032,0.099,0.024,0.022,0.271665801764401,0.2047223663726,0.29605604566684,0.22755578619616,0.203,0.15,0.353,0.273,0.499,0.016,0.019,0.021,0.023,0.098,0.199532952776336,0.202906071613908,0.167099117799689,0.244940321743643,0.185521536066424,"experiment",1,"Minmaxscale"
"175","CTEEG004",0.275,0.474,0.054,0.108,0.572451503710454,0.427548496289546,0.541,0.371,0.253,0.108,0.036,0.045,0.229006639760448,0.346439265720609,0.424554094518943,0.401,0.31,0.224,0.56,0.03,0.023,0.036,0.108,0.260122379898451,0.300481708110923,0.250097643535998,0.189298268454628,0.563,0.211,0.332,0.282,0.407,0.108,0.032,0.016,0.015,0.028,0.184741570108059,0.186954823590678,0.185522718396042,0.201926832443692,0.240854055461528,"experiment",1,"Minmaxscale"
"176","CTEEG005",0.137,0.242,0.027,0.053,0.632352941176471,0.367647058823529,0.161,0.115,0.246,0.013,0.019,0.053,0.33562091503268,0.31797385620915,0.34640522875817,0.267,0.188,0.15,0.111,0.051,0.013,0.009,0.017,0.240849673202614,0.210457516339869,0.281699346405229,0.266993464052288,0.095,0.189,0.268,0.154,0.127,0.013,0.013,0.051,0.008,0.008,0.11797385620915,0.205555555555556,0.239869281045752,0.233333333333333,0.203267973856209,"experiment",1,"Minmaxscale"
"177","CTEEG006",0.113,0.2,0.022,0.037,0.488014751075599,0.511985248924401,0.157,0.106,0.224,0.014,0.018,0.029,0.301782421634911,0.393362015980332,0.304855562384757,0.165,0.225,0.128,0.094,0.01,0.028,0.01,0.014,0.229256299938537,0.295021511985249,0.250153657037492,0.225568531038722,0.225,0.165,0.116,0.09,0.136,0.028,0.01,0.005,0.013,0.006,0.295021511985249,0.223110018438845,0.149354640442532,0.184388444990781,0.148125384142594,"experiment",1,"Minmaxscale"
"178","CTEEG008",0.135,0.241,0.023,0.052,0.519013360739979,0.480986639260021,0.172,0.257,0.123,0.015,0.049,0.017,0.272867420349435,0.372559095580678,0.354573484069887,0.106,0.173,0.134,0.257,0.012,0.015,0.008,0.049,0.136690647482014,0.266187050359712,0.225077081192189,0.372045220966084,0.169,0.292,0.106,0.22,0.134,0.013,0.049,0.012,0.015,0.008,0.242034943473792,0.178314491264132,0.13617677286742,0.224049331963001,0.219424460431655,"experiment",1,"Minmaxscale"
"179","CTEEG009",0.29,0.159,0.04,0.038,0.335347432024169,0.664652567975831,0.126,0.293,0.192,0.023,0.038,0.018,0.327794561933535,0.321752265861027,0.350453172205438,0.16,0.115,0.292,0.2,0.01,0.018,0.039,0.013,0.188821752265861,0.231117824773414,0.326283987915408,0.253776435045317,0.201,0.293,0.134,0.103,0.163,0.013,0.038,0.009,0.013,0.009,0.255287009063444,0.321752265861027,0.131419939577039,0.128398791540786,0.163141993957704,"experiment",1,"Minmaxscale"
"180","CTEEG011",0.123,0.072,0.022,0.016,0.365738925911407,0.634261074088593,0.131,0.09,0.061,0.02,0.008,0.011,0.269110152881223,0.38671109368875,0.344178753430027,0.131,0.091,0.05,0.069,0.02,0.007,0.007,0.005,0.263818110544884,0.371226969815759,0.14327714621717,0.221677773422187,0.068,0.139,0.103,0.05,0.085,0.005,0.018,0.006,0.007,0.005,0.201489611916895,0.192277538220306,0.205605644845159,0.142689141513132,0.257938063504508,"experiment",1,"Minmaxscale"
"181","CTEEG012",0.267,0.164,0.049,0.038,0.370722922562387,0.629277077437613,0.202,0.132,0.286,0.016,0.029,0.046,0.428350913300746,0.302932853100077,0.268716233599177,0.294,0.221,0.186,0.127,0.045,0.011,0.011,0.027,0.227682016979676,0.232827373295601,0.277077437612555,0.262413172112169,0.194,0.11,0.223,0.296,0.162,0.007,0.021,0.011,0.044,0.012,0.215204527913558,0.160921018780551,0.21713403653203,0.220864419861075,0.185875996912786,"experiment",1,"Minmaxscale"
"182","CTEEG013",0.157,0.106,0.076,0.019,0.316890415235717,0.683109584764284,0.078,0.118,0.185,0.015,0.011,0.062,0.31158289103965,0.446456447080862,0.241960661879488,0.077,0.146,0.114,0.239,0.015,0.011,0.008,0.072,0.305650952232282,0.234155479238214,0.367780206056822,0.0924133624726819,0.119,0.146,0.071,0.1,0.24,0.005,0.011,0.012,0.006,0.072,0.255073368716828,0.229160162347799,0.222603808929129,0.200749297533562,0.0924133624726819,"experiment",1,"Minmaxscale"
"183","CTEEG015",0.137,0.252,0.035,0.069,0.667005592272496,0.332994407727504,0.264,0.167,0.104,0.07,0.018,0.023,0.266014234875445,0.442297915607524,0.291687849517031,0.274,0.146,0.185,0.097,0.072,0.011,0.013,0.019,0.232587697000508,0.267920691408236,0.272877478393493,0.226614133197763,0.123,0.186,0.151,0.274,0.085,0.009,0.013,0.008,0.072,0.014,0.151245551601424,0.267539400101678,0.206278596847992,0.231952211489578,0.142984239959329,"experiment",1,"Minmaxscale"
"184","CTEEG017",0.241,0.145,0.04,0.031,0.342701014832162,0.657298985167838,0.244,0.119,0.171,0.039,0.023,0.013,0.321493624772313,0.316679677335415,0.361826697892272,0.145,0.178,0.247,0.103,0.01,0.011,0.038,0.018,0.225474889409316,0.292349726775956,0.303018475149623,0.179156908665105,0.136,0.166,0.097,0.263,0.198,0.01,0.008,0.015,0.034,0.012,0.20439760603695,0.236533957845433,0.134790528233151,0.211163153786105,0.213114754098361,"experiment",1,"Minmaxscale"
"185","CTEEG018",0.274,0.148,0.07,0.028,0.335443037974684,0.664556962025316,0.29,0.178,0.126,0.067,0.016,0.015,0.268987341772152,0.380650994575045,0.350361663652803,0.171,0.337,0.221,0.125,0.012,0.058,0.02,0.015,0.301084990958409,0.150542495479204,0.203435804701627,0.34493670886076,0.294,0.188,0.112,0.155,0.132,0.067,0.013,0.009,0.007,0.006,0.260397830018083,0.275316455696203,0.146473779385172,0.166365280289331,0.151446654611212,"experiment",1,"Minmaxscale"
"186","CTEEG019",0.252,0.148,0.039,0.031,0.405685747214752,0.594314252785248,0.172,0.254,0.117,0.015,0.038,0.018,0.349980791394545,0.391087207068767,0.258932001536688,0.167,0.279,0.117,0.211,0.011,0.029,0.018,0.014,0.283134844410296,0.229350749135613,0.256242796772954,0.231271609681137,0.212,0.104,0.171,0.279,0.141,0.014,0.01,0.009,0.029,0.01,0.226661544371879,0.151363810987322,0.227045716480983,0.229350749135613,0.165578179024203,"experiment",1,"Minmaxscale"
"187","CTEEG021",0.165,0.098,0.031,0.022,0.436078222695224,0.563921777304776,0.08,0.117,0.17,0.018,0.01,0.03,0.258081681521884,0.367832912065984,0.374085406412133,0.194,0.111,0.076,0.143,0.028,0.008,0.017,0.011,0.173872555540774,0.30850073167487,0.219103365704403,0.298523347079952,0.149,0.196,0.125,0.105,0.074,0.008,0.027,0.006,0.006,0.017,0.208460822136491,0.166422775043235,0.203538645736331,0.226287082612744,0.195290674471199,"experiment",1,"Minmaxscale"
"188","CTEEG022",0.389,0.234,0.074,0.042,0.57847295864263,0.42152704135737,0.333,0.228,0.451,0.025,0.039,0.067,0.349946977730647,0.378048780487805,0.272004241781548,0.195,0.338,0.268,0.453,0.023,0.023,0.017,0.067,0.199363732767762,0.322905620360551,0.218451749734889,0.259278897136797,0.181,0.453,0.229,0.338,0.274,0.015,0.067,0.014,0.022,0.014,0.127253446447508,0.259278897136797,0.114528101802757,0.320784729586426,0.178154825026511,"experiment",1,"Minmaxscale"
"189","CTEEG023",0.256,0.421,0.045,0.083,0.65055387713998,0.34944612286002,0.29,0.216,0.423,0.021,0.034,0.082,0.362789526686808,0.293554884189325,0.343655589123867,0.444,0.316,0.202,0.263,0.08,0.02,0.031,0.012,0.27190332326284,0.268126888217523,0.202920443101712,0.257049345417925,0.272,0.445,0.245,0.317,0.191,0.008,0.08,0.009,0.02,0.028,0.164652567975831,0.270644511581067,0.149798590130916,0.261581067472306,0.153323262839879,"experiment",1,"Minmaxscale"
"190","CTEEG024",0.073,0.12,0.017,0.02,0.49789889214313,0.50210110785687,0.065,0.098,0.133,0.015,0.008,0.018,0.334267159047498,0.369412963198778,0.296319877753725,0.102,0.135,0.052,0.079,0.007,0.017,0.012,0.007,0.320259773335031,0.264866929835732,0.153062523876226,0.261810772953012,0.114,0.096,0.145,0.077,0.051,0.006,0.005,0.015,0.006,0.012,0.215204380491532,0.248694766331338,0.160448236342799,0.234814720488985,0.140837896345346,"experiment",1,"Minmaxscale"
"191","CTEEG049",0.136,0.252,0.027,0.059,0.448526597780329,0.551473402219671,0.298,0.208,0.132,0.056,0.02,0.025,0.253348641408343,0.341370072713356,0.405281285878301,0.117,0.224,0.169,0.313,0.018,0.018,0.015,0.056,0.261576731725985,0.303291236127057,0.241484883275928,0.193647148871029,0.155,0.196,0.24,0.113,0.324,0.011,0.012,0.015,0.016,0.056,0.190011481056257,0.207807118254879,0.223306544202067,0.220244929200153,0.158629927286644,"experiment",1,"Minmaxscale"
"192","CTEEG057",0.148,0.069,0.049,0.017,0.463562033416282,0.536437966583718,0.06,0.181,0.102,0.013,0.049,0.015,0.35087095627444,0.235691432634198,0.413437611091362,0.082,0.115,0.055,0.187,0.007,0.011,0.011,0.049,0.250266619267686,0.275151084251689,0.264841805901173,0.209740490579453,0.131,0.055,0.107,0.199,0.082,0.009,0.011,0.006,0.049,0.007,0.153572698186989,0.265908282971916,0.169214361891219,0.165303945965162,0.246000710984714,"experiment",1,"Minmaxscale"
"193","CTEEG058",0.334,0.176,0.075,0.042,0.392948717948718,0.607051282051282,0.151,0.357,0.231,0.03,0.071,0.023,0.379102564102564,0.301666666666667,0.319230769230769,0.182,0.364,0.24,0.127,0.014,0.069,0.022,0.023,0.237435897435897,0.28,0.287051282051282,0.195512820512821,0.127,0.305,0.232,0.427,0.181,0.023,0.026,0.017,0.06,0.013,0.194871794871795,0.214871794871795,0.241282051282051,0.119358974358974,0.229615384615385,"experiment",1,"Minmaxscale"
"194","CTEEG060",0.127,0.248,0.031,0.042,0.436170212765957,0.563829787234043,0.265,0.179,0.109,0.034,0.021,0.022,0.418439716312057,0.294326241134752,0.287234042553192,0.192,0.305,0.12,0.245,0.016,0.023,0.027,0.012,0.224822695035461,0.152482269503546,0.373758865248227,0.248936170212766,0.307,0.179,0.109,0.255,0.233,0.022,0.021,0.022,0.007,0.009,0.145390070921986,0.28936170212766,0.287234042553192,0.129078014184397,0.148936170212766,"experiment",1,"Minmaxscale"
"195","CTEEG002",0.502,0.795,0.099,0.119,0.557377049180328,0.442622950819672,0.561,0.751,0.526,0.341,0.088,0.051,0.141530054644809,0.444808743169399,0.413661202185792,0.355,0.852,0.647,0.512,0.077,0.107,0.045,0.034,0.123497267759563,0.29016393442623,0.292896174863388,0.29344262295082,0.496,0.681,0.866,0.577,0.352,0.026,0.035,0.104,0.024,0.076,0.219672131147541,0.227322404371585,0.25792349726776,0.175956284153005,0.119125683060109,"experiment",1,"RawMidline"
"196","CTEEG003",0.567,0.997,0.088,0.237,0.494810586403736,0.505189413596264,0.531,1.115,0.756,0.066,0.224,0.065,0.381681370005189,0.3188894654904,0.299429164504411,0.861,1.224,0.507,0.667,0.07,0.217,0.053,0.049,0.271406331084587,0.2047223663726,0.29605604566684,0.227815256875973,0.597,0.48,0.924,0.75,1.243,0.035,0.041,0.047,0.051,0.215,0.199532952776336,0.202906071613908,0.167099117799689,0.244940321743643,0.185521536066424,"experiment",1,"RawMidline"
"197","CTEEG004",0.752,1.188,0.118,0.237,0.572451503710454,0.427548496289546,1.335,0.963,0.706,0.236,0.079,0.099,0.228876448379117,0.34656945710194,0.424554094518943,1.028,0.831,0.642,1.377,0.065,0.05,0.079,0.236,0.260122379898451,0.300481708110923,0.250097643535998,0.189298268454628,1.384,0.613,0.878,0.769,1.042,0.237,0.07,0.036,0.033,0.062,0.184611378726728,0.186954823590678,0.185392527014712,0.202057023825023,0.240984246842859,"experiment",1,"RawMidline"
"198","CTEEG005",0.451,0.682,0.059,0.117,0.632352941176471,0.367647058823529,0.503,0.404,0.691,0.029,0.041,0.116,0.33562091503268,0.31797385620915,0.34640522875817,0.736,0.562,0.48,0.395,0.111,0.029,0.02,0.038,0.240849673202614,0.210457516339869,0.281699346405229,0.266993464052288,0.36,0.566,0.738,0.488,0.43,0.029,0.029,0.111,0.017,0.017,0.11797385620915,0.205555555555556,0.239869281045752,0.233333333333333,0.203267973856209,"experiment",1,"RawMidline"
"199","CTEEG006",0.398,0.589,0.047,0.081,0.488014751075599,0.511985248924401,0.496,0.384,0.641,0.03,0.04,0.063,0.301782421634911,0.393362015980332,0.304855562384757,0.512,0.643,0.432,0.357,0.022,0.062,0.021,0.03,0.229256299938537,0.295021511985249,0.250153657037492,0.225568531038722,0.644,0.513,0.406,0.349,0.449,0.062,0.022,0.012,0.028,0.013,0.295021511985249,0.223110018438845,0.149354640442532,0.184388444990781,0.148125384142594,"experiment",1,"RawMidline"
"200","CTEEG008",0.447,0.679,0.051,0.114,0.519013360739979,0.480986639260021,0.528,0.713,0.42,0.034,0.108,0.037,0.272867420349435,0.372559095580678,0.354573484069887,0.383,0.53,0.445,0.713,0.027,0.033,0.018,0.108,0.136690647482014,0.266187050359712,0.225077081192189,0.372045220966084,0.522,0.791,0.382,0.634,0.444,0.029,0.108,0.027,0.032,0.017,0.242034943473792,0.178314491264132,0.13617677286742,0.224049331963001,0.219424460431655,"experiment",1,"RawMidline"
"201","CTEEG009",0.787,0.499,0.087,0.084,0.335347432024169,0.664652567975831,0.428,0.793,0.572,0.05,0.083,0.04,0.327794561933535,0.321752265861027,0.350453172205438,0.502,0.404,0.791,0.589,0.022,0.038,0.085,0.028,0.188821752265861,0.231117824773414,0.326283987915408,0.253776435045317,0.591,0.793,0.444,0.376,0.509,0.029,0.083,0.019,0.029,0.019,0.255287009063444,0.321752265861027,0.131419939577039,0.128398791540786,0.163141993957704,"experiment",1,"RawMidline"
"202","CTEEG011",0.42,0.309,0.048,0.034,0.365738925911407,0.634261074088593,0.438,0.348,0.284,0.044,0.017,0.024,0.269110152881223,0.38671109368875,0.344178753430027,0.438,0.35,0.26,0.303,0.044,0.016,0.015,0.011,0.263818110544884,0.371226969815759,0.14327714621717,0.221677773422187,0.301,0.456,0.377,0.26,0.338,0.01,0.039,0.014,0.015,0.01,0.201489611916895,0.192277538220306,0.205605644845159,0.142689141513132,0.257938063504508,"experiment",1,"RawMidline"
"203","CTEEG012",0.737,0.511,0.106,0.084,0.370722922562387,0.629277077437613,0.593,0.441,0.776,0.036,0.063,0.1,0.428350913300746,0.302932853100077,0.268716233599177,0.795,0.634,0.559,0.429,0.098,0.024,0.024,0.058,0.227682016979676,0.232827373295601,0.277077437612555,0.262413172112169,0.576,0.393,0.64,0.799,0.505,0.016,0.045,0.024,0.097,0.026,0.215204527913558,0.160921018780551,0.21713403653203,0.220864419861075,0.185875996912786,"experiment",1,"RawMidline"
"204","CTEEG013",0.494,0.383,0.166,0.042,0.316890415235717,0.683109584764284,0.322,0.41,0.557,0.032,0.024,0.136,0.31158289103965,0.446456447080862,0.241960661879488,0.321,0.47,0.401,0.676,0.032,0.024,0.018,0.159,0.305650952232282,0.234155479238214,0.367780206056822,0.0924133624726819,0.412,0.471,0.307,0.37,0.676,0.011,0.024,0.026,0.013,0.159,0.255073368716828,0.229160162347799,0.222603808929129,0.200749297533562,0.0924133624726819,"experiment",1,"RawMidline"
"205","CTEEG015",0.452,0.702,0.076,0.152,0.667005592272496,0.332994407727504,0.729,0.517,0.38,0.154,0.04,0.05,0.266014234875445,0.442170818505338,0.291814946619217,0.751,0.471,0.556,0.363,0.157,0.023,0.029,0.043,0.232587697000508,0.267920691408236,0.272877478393493,0.226614133197763,0.421,0.558,0.482,0.752,0.337,0.021,0.028,0.017,0.157,0.031,0.151245551601424,0.267539400101678,0.206278596847992,0.231952211489578,0.142984239959329,"experiment",1,"RawMidline"
"206","CTEEG017",0.679,0.469,0.087,0.069,0.342701014832162,0.657298985167838,0.686,0.411,0.526,0.085,0.049,0.028,0.321493624772313,0.316679677335415,0.361826697892272,0.469,0.54,0.692,0.377,0.022,0.024,0.083,0.039,0.225474889409316,0.292349726775956,0.303018475149623,0.179156908665105,0.45,0.516,0.363,0.727,0.584,0.021,0.017,0.034,0.075,0.027,0.204527712724434,0.236533957845433,0.134790528233151,0.211163153786105,0.212984647410877,"experiment",1,"RawMidline"
"207","CTEEG018",0.752,0.476,0.153,0.06,0.335443037974684,0.664556962025316,0.786,0.541,0.427,0.148,0.035,0.032,0.268987341772152,0.380650994575045,0.350361663652803,0.527,0.888,0.636,0.426,0.026,0.127,0.044,0.032,0.301084990958409,0.150542495479204,0.203435804701627,0.34493670886076,0.796,0.562,0.396,0.492,0.44,0.146,0.029,0.019,0.015,0.013,0.260397830018083,0.275316455696203,0.146473779385172,0.166365280289331,0.151446654611212,"experiment",1,"RawMidline"
"208","CTEEG019",0.703,0.475,0.084,0.068,0.405685747214752,0.594314252785248,0.529,0.708,0.408,0.033,0.083,0.039,0.349980791394545,0.391087207068767,0.258932001536688,0.517,0.762,0.407,0.614,0.025,0.063,0.039,0.031,0.283134844410296,0.229350749135613,0.256242796772954,0.231271609681137,0.615,0.379,0.526,0.762,0.46,0.031,0.022,0.019,0.063,0.021,0.226661544371879,0.151363810987322,0.227045716480983,0.229350749135613,0.165578179024203,"experiment",1,"RawMidline"
"209","CTEEG021",0.512,0.367,0.068,0.049,0.436078222695224,0.563921777304776,0.326,0.409,0.523,0.04,0.023,0.066,0.258081681521884,0.367832912065984,0.374085406412133,0.577,0.394,0.318,0.464,0.06,0.018,0.038,0.023,0.173872555540774,0.30850073167487,0.219103365704403,0.298523347079952,0.478,0.579,0.426,0.381,0.313,0.017,0.06,0.014,0.013,0.037,0.208460822136491,0.166422775043235,0.203538645736331,0.226287082612744,0.195290674471199,"experiment",1,"RawMidline"
"210","CTEEG022",1.004,0.664,0.163,0.092,0.57847295864263,0.42152704135737,0.88,0.649,1.14,0.055,0.085,0.146,0.349946977730647,0.378048780487805,0.272004241781548,0.579,0.891,0.738,1.142,0.05,0.049,0.038,0.146,0.199363732767762,0.322905620360551,0.218451749734889,0.259278897136797,0.548,1.142,0.654,0.892,0.752,0.032,0.146,0.03,0.049,0.03,0.127253446447508,0.259278897136797,0.114528101802757,0.320784729586426,0.178154825026511,"experiment",1,"RawMidline"
"211","CTEEG023",0.712,1.073,0.099,0.182,0.65055387713998,0.34944612286002,0.786,0.625,1.078,0.045,0.075,0.18,0.362789526686808,0.293554884189325,0.343655589123867,1.124,0.844,0.593,0.727,0.176,0.045,0.067,0.027,0.27190332326284,0.268126888217523,0.202920443101712,0.257049345417925,0.747,1.125,0.687,0.846,0.57,0.017,0.176,0.021,0.044,0.062,0.164652567975831,0.270644511581067,0.149798590130916,0.261581067472306,0.153323262839879,"experiment",1,"RawMidline"
"212","CTEEG024",0.311,0.415,0.038,0.044,0.49789889214313,0.50210110785687,0.294,0.365,0.442,0.033,0.017,0.039,0.334267159047498,0.369412963198778,0.296319877753725,0.374,0.447,0.264,0.325,0.015,0.038,0.026,0.014,0.320259773335031,0.264866929835732,0.153062523876226,0.261810772953012,0.402,0.362,0.469,0.321,0.262,0.013,0.011,0.033,0.013,0.025,0.215204380491532,0.248694766331338,0.160448236342799,0.234814720488985,0.140837896345346,"experiment",1,"RawMidline"
"213","CTEEG049",0.449,0.702,0.06,0.128,0.448526597780329,0.551473402219671,0.803,0.607,0.44,0.122,0.044,0.055,0.253348641408343,0.341370072713356,0.405281285878301,0.409,0.642,0.521,0.836,0.04,0.039,0.032,0.122,0.261576731725985,0.303291236127057,0.241484883275928,0.193647148871029,0.49,0.581,0.678,0.399,0.861,0.024,0.027,0.032,0.036,0.122,0.190011481056257,0.207807118254879,0.223306544202067,0.220244929200153,0.158629927286644,"experiment",1,"RawMidline"
"214","CTEEG057",0.476,0.303,0.107,0.038,0.463562033416282,0.536437966583718,0.282,0.548,0.375,0.029,0.108,0.034,0.35087095627444,0.235691432634198,0.413437611091362,0.332,0.403,0.271,0.561,0.015,0.025,0.025,0.108,0.250266619267686,0.275151084251689,0.264841805901173,0.209740490579453,0.439,0.271,0.385,0.586,0.331,0.02,0.025,0.013,0.108,0.014,0.153572698186989,0.265908282971916,0.169214361891219,0.165303945965162,0.246000710984714,"experiment",1,"RawMidline"
"215","CTEEG058",0.882,0.538,0.164,0.092,0.392948717948718,0.607051282051282,0.482,0.934,0.657,0.067,0.154,0.05,0.379102564102564,0.301666666666667,0.319230769230769,0.549,0.947,0.677,0.43,0.03,0.152,0.047,0.05,0.237435897435897,0.28,0.287051282051282,0.195512820512821,0.43,0.819,0.659,1.087,0.547,0.05,0.057,0.037,0.131,0.029,0.194871794871795,0.214871794871795,0.241282051282051,0.119358974358974,0.229615384615385,"experiment",1,"RawMidline"
