"","Subject","hhm_2_aics","hhm_3_aics","hhm_4_aics","hhm_5_aics","performance_class","performance_trials","performance_scale"
"4245","CTEEG015",-26480.8760128665,-32900.4570303934,-37588.6527317752,-40150.0483204396,"experiment",1,"Minmaxscale"
"4246","CTEEG017",-29639.1709361191,-35826.3233201933,-39128.3202957469,-42282.8859490016,"experiment",1,"Minmaxscale"
"4247","CTEEG018",-8106.52488301128,-10094.1495579689,-11126.4520995966,-11732.264108745,"experiment",1,"Minmaxscale"
"4248","CTEEG019",-10024.3717696162,-12057.8610953352,-13436.9328653522,-14469.6335371002,"experiment",1,"Minmaxscale"
"4249","CTEEG021",-33197.7927454743,-38132.4909357232,-42738.3220270455,-45827.378219466,"experiment",1,"Minmaxscale"
"4250","CTEEG022",-5209.35556002033,-6697.58166785878,-7748.691745005,-8253.44585767707,"experiment",1,"Minmaxscale"
"4251","CTEEG023",-11340.539715382,-14050.0449134797,-16307.8859847168,-17542.960025576,"experiment",1,"Minmaxscale"
"4252","CTEEG024",-39576.9114159465,-45557.4489299219,-49533.8724794463,-53198.2038469108,"experiment",1,"Minmaxscale"
"4253","CTEEG049",-18013.9205397504,-21684.3321697034,-24340.4932953197,-26519.8230943766,"experiment",1,"Minmaxscale"
"4254","CTEEG057",-11915.1084796714,-13897.4819722022,-15724.2978836524,-16804.4212089587,"experiment",1,"Minmaxscale"
"4255","CTEEG058",-23271.9252710589,-28859.0483025226,-32682.0651391043,-36010.3447139876,"experiment",1,"Minmaxscale"
"4256","CTEEG060",-5208.76684790266,-6093.30765962595,-6854.34279070917,-7211.09915814645,"experiment",1,"Minmaxscale"
"4257","CTEEG002",-5717.22482824511,-6440.08948670341,-7782.00528919641,-8567.42583939924,"experiment",1,"Minmaxscale"
"4258","CTEEG003",-9673.77069197401,-12629.6003400088,-14438.0652784963,-16137.9916231397,"experiment",1,"Minmaxscale"
"4259","CTEEG004",-17939.4489640564,-22950.0312826646,-27477.0713632427,-30434.2173810276,"experiment",1,"Minmaxscale"
"4260","CTEEG005",-11702.2174600103,-13768.123065929,-15379.8437743455,-16501.4064231172,"experiment",1,"Minmaxscale"
"4261","CTEEG006",-6854.46520830296,-7976.74034308348,-8779.37327444237,-9315.2673971238,"experiment",1,"Minmaxscale"
"4262","CTEEG008",-7412.56276230737,-8614.64549610345,-9341.58653094939,-10281.1247133091,"experiment",1,"Minmaxscale"
"4263","CTEEG009",-2375.1868543206,-2896.70087723993,-3193.27116241202,-3333.82652901642,"experiment",1,"Minmaxscale"
"4264","CTEEG011",-26328.739935237,-30628.1405109318,-32857.6738292928,-35230.7860185942,"experiment",1,"Minmaxscale"
"4265","CTEEG012",-26800.6414506278,-33951.5474892796,-37879.7234631845,-40859.8662023845,"experiment",1,"Minmaxscale"
"4266","CTEEG013",-13165.4201779439,-16112.9285251617,-18187.4581543601,-19794.0847580162,"experiment",1,"Minmaxscale"
"4267","CTEEG015",-26480.8760128665,-32900.4570303934,-37588.6527317752,-40150.0483204396,"experiment",1,"Minmaxscale"
"4268","CTEEG017",-29639.1709361191,-35826.3233201933,-39128.3202957469,-42282.8859490016,"experiment",1,"Minmaxscale"
"4269","CTEEG018",-8106.52488301128,-10094.1495579689,-11126.4520995966,-11732.264108745,"experiment",1,"Minmaxscale"
"4270","CTEEG019",-10024.3717696162,-12057.8610953352,-13436.9328653522,-14469.6335371002,"experiment",1,"Minmaxscale"
"4271","CTEEG021",-33197.7927454743,-38132.4909357232,-42738.3220270455,-45827.378219466,"experiment",1,"Minmaxscale"
"4272","CTEEG022",-5209.35556002033,-6697.58166785878,-7748.691745005,-8253.44585767707,"experiment",1,"Minmaxscale"
"4273","CTEEG023",-11340.539715382,-14050.0449134797,-16307.8859847168,-17542.960025576,"experiment",1,"Minmaxscale"
"4274","CTEEG024",-39576.9114159465,-45557.4489299219,-49533.8724794463,-53198.2038469108,"experiment",1,"Minmaxscale"
"4275","CTEEG049",-18013.9205397504,-21684.3321697034,-24340.4932953197,-26519.8230943766,"experiment",1,"Minmaxscale"
"4276","CTEEG057",-11915.1084796714,-13897.4819722022,-15724.2978836524,-16804.4212089587,"experiment",1,"Minmaxscale"
"4277","CTEEG058",-23271.9252710589,-28859.0483025226,-32682.0651391043,-36010.3447139876,"experiment",1,"Minmaxscale"
"4278","CTEEG060",-5208.76684790266,-6093.30765962595,-6854.34279070917,-7211.09915814645,"experiment",1,"Minmaxscale"
"4279","CTEEG002",-5717.22482824511,-6440.08948670341,-7782.00528919641,-8567.42583939924,"experiment",1,"Minmaxscale"
"4280","CTEEG003",-9673.77069197401,-12629.6003400088,-14438.0652784963,-16137.9916231397,"experiment",1,"Minmaxscale"
"4281","CTEEG004",-17939.4489640564,-22950.0312826646,-27477.0713632427,-30434.2173810276,"experiment",1,"Minmaxscale"
"4282","CTEEG005",-11702.2174600103,-13768.123065929,-15379.8437743455,-16501.4064231172,"experiment",1,"Minmaxscale"
"4283","CTEEG006",-6854.46520830296,-7976.74034308348,-8779.37327444237,-9315.2673971238,"experiment",1,"Minmaxscale"
"4284","CTEEG008",-7412.56276230737,-8614.64549610345,-9341.58653094939,-10281.1247133091,"experiment",1,"Minmaxscale"
"4285","CTEEG009",-2375.1868543206,-2896.70087723993,-3193.27116241202,-3333.82652901642,"experiment",1,"Minmaxscale"
"4286","CTEEG011",-26328.739935237,-30628.1405109318,-32857.6738292928,-35230.7860185942,"experiment",1,"Minmaxscale"
"4287","CTEEG012",-26800.6414506278,-33951.5474892796,-37879.7234631845,-40859.8662023845,"experiment",1,"Minmaxscale"
"4288","CTEEG013",-13165.4201779439,-16112.9285251617,-18187.4581543601,-19794.0847580162,"experiment",1,"Minmaxscale"
"4289","CTEEG015",-26480.8760128665,-32900.4570303934,-37588.6527317752,-40150.0483204396,"experiment",1,"Minmaxscale"
"4290","CTEEG017",-29639.1709361191,-35826.3233201933,-39128.3202957469,-42282.8859490016,"experiment",1,"Minmaxscale"
"4291","CTEEG018",-8106.52488301128,-10094.1495579689,-11126.4520995966,-11732.264108745,"experiment",1,"Minmaxscale"
"4292","CTEEG019",-10024.3717696162,-12057.8610953352,-13436.9328653522,-14469.6335371002,"experiment",1,"Minmaxscale"
"4293","CTEEG021",-33197.7927454743,-38132.4909357232,-42738.3220270455,-45827.378219466,"experiment",1,"Minmaxscale"
"4294","CTEEG022",-5209.35556002033,-6697.58166785878,-7748.691745005,-8253.44585767707,"experiment",1,"Minmaxscale"
"4295","CTEEG023",-11340.539715382,-14050.0449134797,-16307.8859847168,-17542.960025576,"experiment",1,"Minmaxscale"
"4296","CTEEG024",-39576.9114159465,-45557.4489299219,-49533.8724794463,-53198.2038469108,"experiment",1,"Minmaxscale"
"4297","CTEEG049",-18013.9205397504,-21684.3321697034,-24340.4932953197,-26519.8230943766,"experiment",1,"Minmaxscale"
"4298","CTEEG057",-11915.1084796714,-13897.4819722022,-15724.2978836524,-16804.4212089587,"experiment",1,"Minmaxscale"
"4299","CTEEG058",-23271.9252710589,-28859.0483025226,-32682.0651391043,-36010.3447139876,"experiment",1,"Minmaxscale"
"4300","CTEEG060",-5208.76684790266,-6093.30765962595,-6854.34279070917,-7211.09915814645,"experiment",1,"Minmaxscale"
"4301","CTEEG002",-5717.22482824511,-6440.08948670341,-7782.00528919641,-8567.42583939924,"experiment",1,"Minmaxscale"
"4302","CTEEG003",-9673.77069197401,-12629.6003400088,-14438.0652784963,-16137.9916231397,"experiment",1,"Minmaxscale"
"4303","CTEEG004",-17939.4489640564,-22950.0312826646,-27477.0713632427,-30434.2173810276,"experiment",1,"Minmaxscale"
"4304","CTEEG005",-11702.2174600103,-13768.123065929,-15379.8437743455,-16501.4064231172,"experiment",1,"Minmaxscale"
"4305","CTEEG006",-6854.46520830296,-7976.74034308348,-8779.37327444237,-9315.2673971238,"experiment",1,"Minmaxscale"
"4306","CTEEG008",-7412.56276230737,-8614.64549610345,-9341.58653094939,-10281.1247133091,"experiment",1,"Minmaxscale"
"4307","CTEEG009",-2375.1868543206,-2896.70087723993,-3193.27116241202,-3333.82652901642,"experiment",1,"Minmaxscale"
"4308","CTEEG011",-26328.739935237,-30628.1405109318,-32857.6738292928,-35230.7860185942,"experiment",1,"Minmaxscale"
"4309","CTEEG012",-26800.6414506278,-33951.5474892796,-37879.7234631845,-40859.8662023845,"experiment",1,"Minmaxscale"
"4310","CTEEG013",-13165.4201779439,-16112.9285251617,-18187.4581543601,-19794.0847580162,"experiment",1,"Minmaxscale"
"4311","CTEEG015",-26480.8760128665,-32900.4570303934,-37588.6527317752,-40150.0483204396,"experiment",1,"Minmaxscale"
"4312","CTEEG017",-29639.1709361191,-35826.3233201933,-39128.3202957469,-42282.8859490016,"experiment",1,"Minmaxscale"
"4313","CTEEG018",-8106.52488301128,-10094.1495579689,-11126.4520995966,-11732.264108745,"experiment",1,"Minmaxscale"
"4314","CTEEG019",-10024.3717696162,-12057.8610953352,-13436.9328653522,-14469.6335371002,"experiment",1,"Minmaxscale"
"4315","CTEEG021",-33197.7927454743,-38132.4909357232,-42738.3220270455,-45827.378219466,"experiment",1,"Minmaxscale"
"4316","CTEEG022",-5209.35556002033,-6697.58166785878,-7748.691745005,-8253.44585767707,"experiment",1,"Minmaxscale"
"4317","CTEEG023",-11340.539715382,-14050.0449134797,-16307.8859847168,-17542.960025576,"experiment",1,"Minmaxscale"
"4318","CTEEG024",-39576.9114159465,-45557.4489299219,-49533.8724794463,-53198.2038469108,"experiment",1,"Minmaxscale"
"4319","CTEEG049",-18013.9205397504,-21684.3321697034,-24340.4932953197,-26519.8230943766,"experiment",1,"Minmaxscale"
"4320","CTEEG057",-11915.1084796714,-13897.4819722022,-15724.2978836524,-16804.4212089587,"experiment",1,"Minmaxscale"
"4321","CTEEG058",-23271.9252710589,-28859.0483025226,-32682.0651391043,-36010.3447139876,"experiment",1,"Minmaxscale"
"4322","CTEEG060",-5208.76684790266,-6093.30765962595,-6854.34279070917,-7211.09915814645,"experiment",1,"Minmaxscale"
"4323","CTEEG002",-5717.22482824511,-6440.08948670341,-7782.00528919641,-8567.42583939924,"experiment",1,"Minmaxscale"
"4324","CTEEG003",-9673.77069197401,-12629.6003400088,-14438.0652784963,-16137.9916231397,"experiment",1,"Minmaxscale"
"4325","CTEEG004",-17939.4489640564,-22950.0312826646,-27477.0713632427,-30434.2173810276,"experiment",1,"Minmaxscale"
"4326","CTEEG005",-11702.2174600103,-13768.123065929,-15379.8437743455,-16501.4064231172,"experiment",1,"Minmaxscale"
"4327","CTEEG006",-6854.46520830296,-7976.74034308348,-8779.37327444237,-9315.2673971238,"experiment",1,"Minmaxscale"
"4328","CTEEG008",-7412.56276230737,-8614.64549610345,-9341.58653094939,-10281.1247133091,"experiment",1,"Minmaxscale"
"4329","CTEEG009",-2375.1868543206,-2896.70087723993,-3193.27116241202,-3333.82652901642,"experiment",1,"Minmaxscale"
"4330","CTEEG011",-26328.739935237,-30628.1405109318,-32857.6738292928,-35230.7860185942,"experiment",1,"Minmaxscale"
"4331","CTEEG012",-26800.6414506278,-33951.5474892796,-37879.7234631845,-40859.8662023845,"experiment",1,"Minmaxscale"
"4332","CTEEG013",-13165.4201779439,-16112.9285251617,-18187.4581543601,-19794.0847580162,"experiment",1,"Minmaxscale"
"4333","CTEEG015",-26480.8760128665,-32900.4570303934,-37588.6527317752,-40150.0483204396,"experiment",1,"Minmaxscale"
"4334","CTEEG017",-29639.1709361191,-35826.3233201933,-39128.3202957469,-42282.8859490016,"experiment",1,"Minmaxscale"
"4335","CTEEG018",-8106.52488301128,-10094.1495579689,-11126.4520995966,-11732.264108745,"experiment",1,"Minmaxscale"
"4336","CTEEG019",-10024.3717696162,-12057.8610953352,-13436.9328653522,-14469.6335371002,"experiment",1,"Minmaxscale"
"4337","CTEEG021",-33197.7927454743,-38132.4909357232,-42738.3220270455,-45827.378219466,"experiment",1,"Minmaxscale"
"4338","CTEEG022",-5209.35556002033,-6697.58166785878,-7748.691745005,-8253.44585767707,"experiment",1,"Minmaxscale"
"4339","CTEEG023",-11340.539715382,-14050.0449134797,-16307.8859847168,-17542.960025576,"experiment",1,"Minmaxscale"
"4340","CTEEG024",-39576.9114159465,-45557.4489299219,-49533.8724794463,-53198.2038469108,"experiment",1,"Minmaxscale"
"4341","CTEEG049",-18013.9205397504,-21684.3321697034,-24340.4932953197,-26519.8230943766,"experiment",1,"Minmaxscale"
"4342","CTEEG057",-11915.1084796714,-13897.4819722022,-15724.2978836524,-16804.4212089587,"experiment",1,"Minmaxscale"
"4343","CTEEG058",-23271.9252710589,-28859.0483025226,-32682.0651391043,-36010.3447139876,"experiment",1,"Minmaxscale"
"4344","CTEEG060",-5208.76684790266,-6093.30765962595,-6854.34279070917,-7211.09915814645,"experiment",1,"Minmaxscale"
"4345","CTEEG002",-5717.22482824511,-6440.08948670341,-7782.00528919641,-8567.42583939924,"experiment",1,"Minmaxscale"
"4346","CTEEG003",-9673.77069197401,-12629.6003400088,-14438.0652784963,-16137.9916231397,"experiment",1,"Minmaxscale"
"4347","CTEEG004",-17939.4489640564,-22950.0312826646,-27477.0713632427,-30434.2173810276,"experiment",1,"Minmaxscale"
"4348","CTEEG005",-11702.2174600103,-13768.123065929,-15379.8437743455,-16501.4064231172,"experiment",1,"Minmaxscale"
"4349","CTEEG006",-6854.46520830296,-7976.74034308348,-8779.37327444237,-9315.2673971238,"experiment",1,"Minmaxscale"
"4350","CTEEG008",-7412.56276230737,-8614.64549610345,-9341.58653094939,-10281.1247133091,"experiment",1,"Minmaxscale"
"4351","CTEEG009",-2375.1868543206,-2896.70087723993,-3193.27116241202,-3333.82652901642,"experiment",1,"Minmaxscale"
"4352","CTEEG011",-26328.739935237,-30628.1405109318,-32857.6738292928,-35230.7860185942,"experiment",1,"Minmaxscale"
"4353","CTEEG012",-26800.6414506278,-33951.5474892796,-37879.7234631845,-40859.8662023845,"experiment",1,"Minmaxscale"
"4354","CTEEG013",-13165.4201779439,-16112.9285251617,-18187.4581543601,-19794.0847580162,"experiment",1,"Minmaxscale"
"4355","CTEEG015",-26480.8760128665,-32900.4570303934,-37588.6527317752,-40150.0483204396,"experiment",1,"Minmaxscale"
"4356","CTEEG017",-29639.1709361191,-35826.3233201933,-39128.3202957469,-42282.8859490016,"experiment",1,"Minmaxscale"
"4357","CTEEG018",-8106.52488301128,-10094.1495579689,-11126.4520995966,-11732.264108745,"experiment",1,"Minmaxscale"
"4358","CTEEG019",-10024.3717696162,-12057.8610953352,-13436.9328653522,-14469.6335371002,"experiment",1,"Minmaxscale"
"4359","CTEEG021",-33197.7927454743,-38132.4909357232,-42738.3220270455,-45827.378219466,"experiment",1,"Minmaxscale"
"4360","CTEEG022",-5209.35556002033,-6697.58166785878,-7748.691745005,-8253.44585767707,"experiment",1,"Minmaxscale"
"4361","CTEEG023",-11340.539715382,-14050.0449134797,-16307.8859847168,-17542.960025576,"experiment",1,"Minmaxscale"
"4362","CTEEG024",-39576.9114159465,-45557.4489299219,-49533.8724794463,-53198.2038469108,"experiment",1,"Minmaxscale"
"4363","CTEEG049",-18013.9205397504,-21684.3321697034,-24340.4932953197,-26519.8230943766,"experiment",1,"Minmaxscale"
"4364","CTEEG057",-11915.1084796714,-13897.4819722022,-15724.2978836524,-16804.4212089587,"experiment",1,"Minmaxscale"
"4365","CTEEG058",-23271.9252710589,-28859.0483025226,-32682.0651391043,-36010.3447139876,"experiment",1,"Minmaxscale"
"4366","CTEEG060",-5208.76684790266,-6093.30765962595,-6854.34279070917,-7211.09915814645,"experiment",1,"Minmaxscale"
"4367","CTEEG002",-5717.22482824511,-6440.08948670341,-7782.00528919641,-8567.42583939924,"experiment",1,"Minmaxscale"
"4368","CTEEG003",-9673.77069197401,-12629.6003400088,-14438.0652784963,-16137.9916231397,"experiment",1,"Minmaxscale"
"4369","CTEEG004",-17939.4489640564,-22950.0312826646,-27477.0713632427,-30434.2173810276,"experiment",1,"Minmaxscale"
"4370","CTEEG005",-11702.2174600103,-13768.123065929,-15379.8437743455,-16501.4064231172,"experiment",1,"Minmaxscale"
"4371","CTEEG006",-6854.46520830296,-7976.74034308348,-8779.37327444237,-9315.2673971238,"experiment",1,"Minmaxscale"
"4372","CTEEG008",-7412.56276230737,-8614.64549610345,-9341.58653094939,-10281.1247133091,"experiment",1,"Minmaxscale"
"4373","CTEEG009",-2375.1868543206,-2896.70087723993,-3193.27116241202,-3333.82652901642,"experiment",1,"Minmaxscale"
"4374","CTEEG011",-26328.739935237,-30628.1405109318,-32857.6738292928,-35230.7860185942,"experiment",1,"Minmaxscale"
"4375","CTEEG012",-26800.6414506278,-33951.5474892796,-37879.7234631845,-40859.8662023845,"experiment",1,"Minmaxscale"
"4376","CTEEG013",-13165.4201779439,-16112.9285251617,-18187.4581543601,-19794.0847580162,"experiment",1,"Minmaxscale"
"4377","CTEEG015",-26480.8760128665,-32900.4570303934,-37588.6527317752,-40150.0483204396,"experiment",1,"Minmaxscale"
"4378","CTEEG017",-29639.1709361191,-35826.3233201933,-39128.3202957469,-42282.8859490016,"experiment",1,"Minmaxscale"
"4379","CTEEG018",-8106.52488301128,-10094.1495579689,-11126.4520995966,-11732.264108745,"experiment",1,"Minmaxscale"
"4380","CTEEG019",-10024.3717696162,-12057.8610953352,-13436.9328653522,-14469.6335371002,"experiment",1,"Minmaxscale"
"4381","CTEEG021",-33197.7927454743,-38132.4909357232,-42738.3220270455,-45827.378219466,"experiment",1,"Minmaxscale"
"4382","CTEEG022",-5209.35556002033,-6697.58166785878,-7748.691745005,-8253.44585767707,"experiment",1,"Minmaxscale"
"4383","CTEEG023",-11340.539715382,-14050.0449134797,-16307.8859847168,-17542.960025576,"experiment",1,"Minmaxscale"
"4384","CTEEG024",-39576.9114159465,-45557.4489299219,-49533.8724794463,-53198.2038469108,"experiment",1,"Minmaxscale"
"4385","CTEEG049",-18013.9205397504,-21684.3321697034,-24340.4932953197,-26519.8230943766,"experiment",1,"Minmaxscale"
"4386","CTEEG057",-11915.1084796714,-13897.4819722022,-15724.2978836524,-16804.4212089587,"experiment",1,"Minmaxscale"
"4387","CTEEG058",-23271.9252710589,-28859.0483025226,-32682.0651391043,-36010.3447139876,"experiment",1,"Minmaxscale"
"4388","CTEEG060",-5208.76684790266,-6093.30765962595,-6854.34279070917,-7211.09915814645,"experiment",1,"Minmaxscale"
"4389","CTEEG002",-5717.22482824511,-6440.08948670341,-7782.00528919641,-8567.42583939924,"experiment",1,"Minmaxscale"
"4390","CTEEG003",-9673.77069197401,-12629.6003400088,-14438.0652784963,-16137.9916231397,"experiment",1,"Minmaxscale"
"4391","CTEEG004",-17939.4489640564,-22950.0312826646,-27477.0713632427,-30434.2173810276,"experiment",1,"Minmaxscale"
"4392","CTEEG005",-11702.2174600103,-13768.123065929,-15379.8437743455,-16501.4064231172,"experiment",1,"Minmaxscale"
"4393","CTEEG006",-6854.46520830296,-7976.74034308348,-8779.37327444237,-9315.2673971238,"experiment",1,"Minmaxscale"
"4394","CTEEG008",-7412.56276230737,-8614.64549610345,-9341.58653094939,-10281.1247133091,"experiment",1,"Minmaxscale"
"4395","CTEEG009",-2375.1868543206,-2896.70087723993,-3193.27116241202,-3333.82652901642,"experiment",1,"Minmaxscale"
"4396","CTEEG011",-26328.739935237,-30628.1405109318,-32857.6738292928,-35230.7860185942,"experiment",1,"Minmaxscale"
"4397","CTEEG012",-26800.6414506278,-33951.5474892796,-37879.7234631845,-40859.8662023845,"experiment",1,"Minmaxscale"
"4398","CTEEG013",-13165.4201779439,-16112.9285251617,-18187.4581543601,-19794.0847580162,"experiment",1,"Minmaxscale"
"4399","CTEEG015",-26480.8760128665,-32900.4570303934,-37588.6527317752,-40150.0483204396,"experiment",1,"Minmaxscale"
"4400","CTEEG017",-29639.1709361191,-35826.3233201933,-39128.3202957469,-42282.8859490016,"experiment",1,"Minmaxscale"
"4401","CTEEG018",-8106.52488301128,-10094.1495579689,-11126.4520995966,-11732.264108745,"experiment",1,"Minmaxscale"
"4402","CTEEG019",-10024.3717696162,-12057.8610953352,-13436.9328653522,-14469.6335371002,"experiment",1,"Minmaxscale"
"4403","CTEEG021",-33197.7927454743,-38132.4909357232,-42738.3220270455,-45827.378219466,"experiment",1,"Minmaxscale"
"4404","CTEEG022",-5209.35556002033,-6697.58166785878,-7748.691745005,-8253.44585767707,"experiment",1,"Minmaxscale"
"4405","CTEEG023",-11340.539715382,-14050.0449134797,-16307.8859847168,-17542.960025576,"experiment",1,"Minmaxscale"
"4406","CTEEG024",-39576.9114159465,-45557.4489299219,-49533.8724794463,-53198.2038469108,"experiment",1,"Minmaxscale"
