"","Subject","hhm_2_aics","hhm_3_aics","hhm_4_aics","hhm_5_aics","performance_class","performance_trials","performance_scale"
"4030","CTEEG022",-5209.35556002033,-6697.58166785878,-7748.691745005,-8253.44585767707,"experiment",1,"ZscoredScaled"
"4031","CTEEG023",-11340.539715382,-14050.0449134797,-16307.8859847168,-17542.960025576,"experiment",1,"ZscoredScaled"
"4032","CTEEG024",-39576.9114159465,-45557.4489299219,-49533.8724794463,-53198.2038469108,"experiment",1,"ZscoredScaled"
"4033","CTEEG049",-18013.9205397504,-21684.3321697034,-24340.4932953197,-26519.8230943766,"experiment",1,"ZscoredScaled"
"4034","CTEEG057",-11915.1084796714,-13897.4819722022,-15724.2978836524,-16804.4212089587,"experiment",1,"ZscoredScaled"
"4035","CTEEG058",-23271.9252710589,-28859.0483025226,-32682.0651391043,-36010.3447139876,"experiment",1,"ZscoredScaled"
"4036","CTEEG060",-5208.76684790266,-6093.30765962595,-6854.34279070917,-7211.09915814645,"experiment",1,"ZscoredScaled"
"4037","CTEEG002",-5717.22482824511,-6440.08948670341,-7782.00528919641,-8567.42583939924,"experiment",1,"ZscoredScaled"
"4038","CTEEG003",-9673.77069197401,-12629.6003400088,-14438.0652784963,-16137.9916231397,"experiment",1,"ZscoredScaled"
"4039","CTEEG004",-17939.4489640564,-22950.0312826646,-27477.0713632427,-30434.2173810276,"experiment",1,"ZscoredScaled"
"4040","CTEEG005",-11702.2174600103,-13768.123065929,-15379.8437743455,-16501.4064231172,"experiment",1,"ZscoredScaled"
"4041","CTEEG006",-6854.46520830296,-7976.74034308348,-8779.37327444237,-9315.2673971238,"experiment",1,"ZscoredScaled"
"4042","CTEEG008",-7412.56276230737,-8614.64549610345,-9341.58653094939,-10281.1247133091,"experiment",1,"ZscoredScaled"
"4043","CTEEG009",-2375.1868543206,-2896.70087723993,-3193.27116241202,-3333.82652901642,"experiment",1,"ZscoredScaled"
"4044","CTEEG011",-26328.739935237,-30628.1405109318,-32857.6738292928,-35230.7860185942,"experiment",1,"ZscoredScaled"
"4045","CTEEG012",-26800.6414506278,-33951.5474892796,-37879.7234631845,-40859.8662023845,"experiment",1,"ZscoredScaled"
"4046","CTEEG013",-13165.4201779439,-16112.9285251617,-18187.4581543601,-19794.0847580162,"experiment",1,"ZscoredScaled"
"4047","CTEEG015",-26480.8760128665,-32900.4570303934,-37588.6527317752,-40150.0483204396,"experiment",1,"ZscoredScaled"
"4048","CTEEG017",-29639.1709361191,-35826.3233201933,-39128.3202957469,-42282.8859490016,"experiment",1,"ZscoredScaled"
"4049","CTEEG018",-8106.52488301128,-10094.1495579689,-11126.4520995966,-11732.264108745,"experiment",1,"ZscoredScaled"
"4050","CTEEG019",-10024.3717696162,-12057.8610953352,-13436.9328653522,-14469.6335371002,"experiment",1,"ZscoredScaled"
"4051","CTEEG021",-33197.7927454743,-38132.4909357232,-42738.3220270455,-45827.378219466,"experiment",1,"ZscoredScaled"
"4052","CTEEG022",-5209.35556002033,-6697.58166785878,-7748.691745005,-8253.44585767707,"experiment",1,"ZscoredScaled"
"4053","CTEEG023",-11340.539715382,-14050.0449134797,-16307.8859847168,-17542.960025576,"experiment",1,"ZscoredScaled"
"4054","CTEEG024",-39576.9114159465,-45557.4489299219,-49533.8724794463,-53198.2038469108,"experiment",1,"ZscoredScaled"
"4055","CTEEG049",-18013.9205397504,-21684.3321697034,-24340.4932953197,-26519.8230943766,"experiment",1,"ZscoredScaled"
"4056","CTEEG057",-11915.1084796714,-13897.4819722022,-15724.2978836524,-16804.4212089587,"experiment",1,"ZscoredScaled"
"4057","CTEEG058",-23271.9252710589,-28859.0483025226,-32682.0651391043,-36010.3447139876,"experiment",1,"ZscoredScaled"
"4058","CTEEG060",-5208.76684790266,-6093.30765962595,-6854.34279070917,-7211.09915814645,"experiment",1,"ZscoredScaled"
"4059","CTEEG002",-5717.22482824511,-6440.08948670341,-7782.00528919641,-8567.42583939924,"experiment",1,"ZscoredScaled"
"4060","CTEEG003",-9673.77069197401,-12629.6003400088,-14438.0652784963,-16137.9916231397,"experiment",1,"ZscoredScaled"
"4061","CTEEG004",-17939.4489640564,-22950.0312826646,-27477.0713632427,-30434.2173810276,"experiment",1,"ZscoredScaled"
"4062","CTEEG005",-11702.2174600103,-13768.123065929,-15379.8437743455,-16501.4064231172,"experiment",1,"ZscoredScaled"
"4063","CTEEG006",-6854.46520830296,-7976.74034308348,-8779.37327444237,-9315.2673971238,"experiment",1,"ZscoredScaled"
"4064","CTEEG008",-7412.56276230737,-8614.64549610345,-9341.58653094939,-10281.1247133091,"experiment",1,"ZscoredScaled"
"4065","CTEEG009",-2375.1868543206,-2896.70087723993,-3193.27116241202,-3333.82652901642,"experiment",1,"ZscoredScaled"
"4066","CTEEG011",-26328.739935237,-30628.1405109318,-32857.6738292928,-35230.7860185942,"experiment",1,"ZscoredScaled"
"4067","CTEEG012",-26800.6414506278,-33951.5474892796,-37879.7234631845,-40859.8662023845,"experiment",1,"ZscoredScaled"
"4068","CTEEG013",-13165.4201779439,-16112.9285251617,-18187.4581543601,-19794.0847580162,"experiment",1,"ZscoredScaled"
"4069","CTEEG015",-26480.8760128665,-32900.4570303934,-37588.6527317752,-40150.0483204396,"experiment",1,"ZscoredScaled"
"4070","CTEEG017",-29639.1709361191,-35826.3233201933,-39128.3202957469,-42282.8859490016,"experiment",1,"ZscoredScaled"
"4071","CTEEG018",-8106.52488301128,-10094.1495579689,-11126.4520995966,-11732.264108745,"experiment",1,"ZscoredScaled"
"4072","CTEEG019",-10024.3717696162,-12057.8610953352,-13436.9328653522,-14469.6335371002,"experiment",1,"ZscoredScaled"
"4073","CTEEG021",-33197.7927454743,-38132.4909357232,-42738.3220270455,-45827.378219466,"experiment",1,"ZscoredScaled"
"4074","CTEEG022",-5209.35556002033,-6697.58166785878,-7748.691745005,-8253.44585767707,"experiment",1,"ZscoredScaled"
"4075","CTEEG023",-11340.539715382,-14050.0449134797,-16307.8859847168,-17542.960025576,"experiment",1,"ZscoredScaled"
"4076","CTEEG024",-39576.9114159465,-45557.4489299219,-49533.8724794463,-53198.2038469108,"experiment",1,"ZscoredScaled"
"4077","CTEEG049",-18013.9205397504,-21684.3321697034,-24340.4932953197,-26519.8230943766,"experiment",1,"ZscoredScaled"
"4078","CTEEG057",-11915.1084796714,-13897.4819722022,-15724.2978836524,-16804.4212089587,"experiment",1,"ZscoredScaled"
"4079","CTEEG058",-23271.9252710589,-28859.0483025226,-32682.0651391043,-36010.3447139876,"experiment",1,"ZscoredScaled"
"4080","CTEEG060",-5208.76684790266,-6093.30765962595,-6854.34279070917,-7211.09915814645,"experiment",1,"ZscoredScaled"
"4081","CTEEG002",-5717.22482824511,-6440.08948670341,-7782.00528919641,-8567.42583939924,"experiment",1,"ZscoredScaled"
"4082","CTEEG003",-9673.77069197401,-12629.6003400088,-14438.0652784963,-16137.9916231397,"experiment",1,"ZscoredScaled"
"4083","CTEEG004",-17939.4489640564,-22950.0312826646,-27477.0713632427,-30434.2173810276,"experiment",1,"ZscoredScaled"
"4084","CTEEG005",-11702.2174600103,-13768.123065929,-15379.8437743455,-16501.4064231172,"experiment",1,"ZscoredScaled"
"4085","CTEEG006",-6854.46520830296,-7976.74034308348,-8779.37327444237,-9315.2673971238,"experiment",1,"ZscoredScaled"
"4086","CTEEG008",-7412.56276230737,-8614.64549610345,-9341.58653094939,-10281.1247133091,"experiment",1,"ZscoredScaled"
"4087","CTEEG009",-2375.1868543206,-2896.70087723993,-3193.27116241202,-3333.82652901642,"experiment",1,"ZscoredScaled"
"4088","CTEEG011",-26328.739935237,-30628.1405109318,-32857.6738292928,-35230.7860185942,"experiment",1,"ZscoredScaled"
"4089","CTEEG012",-26800.6414506278,-33951.5474892796,-37879.7234631845,-40859.8662023845,"experiment",1,"ZscoredScaled"
"4090","CTEEG013",-13165.4201779439,-16112.9285251617,-18187.4581543601,-19794.0847580162,"experiment",1,"ZscoredScaled"
"4091","CTEEG015",-26480.8760128665,-32900.4570303934,-37588.6527317752,-40150.0483204396,"experiment",1,"ZscoredScaled"
"4092","CTEEG017",-29639.1709361191,-35826.3233201933,-39128.3202957469,-42282.8859490016,"experiment",1,"ZscoredScaled"
"4093","CTEEG018",-8106.52488301128,-10094.1495579689,-11126.4520995966,-11732.264108745,"experiment",1,"ZscoredScaled"
"4094","CTEEG019",-10024.3717696162,-12057.8610953352,-13436.9328653522,-14469.6335371002,"experiment",1,"ZscoredScaled"
"4095","CTEEG021",-33197.7927454743,-38132.4909357232,-42738.3220270455,-45827.378219466,"experiment",1,"ZscoredScaled"
"4096","CTEEG022",-5209.35556002033,-6697.58166785878,-7748.691745005,-8253.44585767707,"experiment",1,"ZscoredScaled"
"4097","CTEEG023",-11340.539715382,-14050.0449134797,-16307.8859847168,-17542.960025576,"experiment",1,"ZscoredScaled"
"4098","CTEEG024",-39576.9114159465,-45557.4489299219,-49533.8724794463,-53198.2038469108,"experiment",1,"ZscoredScaled"
"4099","CTEEG049",-18013.9205397504,-21684.3321697034,-24340.4932953197,-26519.8230943766,"experiment",1,"ZscoredScaled"
"4100","CTEEG057",-11915.1084796714,-13897.4819722022,-15724.2978836524,-16804.4212089587,"experiment",1,"ZscoredScaled"
"4101","CTEEG058",-23271.9252710589,-28859.0483025226,-32682.0651391043,-36010.3447139876,"experiment",1,"ZscoredScaled"
"4102","CTEEG060",-5208.76684790266,-6093.30765962595,-6854.34279070917,-7211.09915814645,"experiment",1,"ZscoredScaled"
"4103","CTEEG002",-5717.22482824511,-6440.08948670341,-7782.00528919641,-8567.42583939924,"experiment",1,"ZscoredScaled"
"4104","CTEEG003",-9673.77069197401,-12629.6003400088,-14438.0652784963,-16137.9916231397,"experiment",1,"ZscoredScaled"
"4105","CTEEG004",-17939.4489640564,-22950.0312826646,-27477.0713632427,-30434.2173810276,"experiment",1,"ZscoredScaled"
"4106","CTEEG005",-11702.2174600103,-13768.123065929,-15379.8437743455,-16501.4064231172,"experiment",1,"ZscoredScaled"
"4107","CTEEG006",-6854.46520830296,-7976.74034308348,-8779.37327444237,-9315.2673971238,"experiment",1,"ZscoredScaled"
"4108","CTEEG008",-7412.56276230737,-8614.64549610345,-9341.58653094939,-10281.1247133091,"experiment",1,"ZscoredScaled"
"4109","CTEEG009",-2375.1868543206,-2896.70087723993,-3193.27116241202,-3333.82652901642,"experiment",1,"ZscoredScaled"
"4110","CTEEG011",-26328.739935237,-30628.1405109318,-32857.6738292928,-35230.7860185942,"experiment",1,"ZscoredScaled"
"4111","CTEEG012",-26800.6414506278,-33951.5474892796,-37879.7234631845,-40859.8662023845,"experiment",1,"ZscoredScaled"
"4112","CTEEG013",-13165.4201779439,-16112.9285251617,-18187.4581543601,-19794.0847580162,"experiment",1,"ZscoredScaled"
"4113","CTEEG015",-26480.8760128665,-32900.4570303934,-37588.6527317752,-40150.0483204396,"experiment",1,"ZscoredScaled"
"4114","CTEEG017",-29639.1709361191,-35826.3233201933,-39128.3202957469,-42282.8859490016,"experiment",1,"ZscoredScaled"
"4115","CTEEG018",-8106.52488301128,-10094.1495579689,-11126.4520995966,-11732.264108745,"experiment",1,"ZscoredScaled"
"4116","CTEEG019",-10024.3717696162,-12057.8610953352,-13436.9328653522,-14469.6335371002,"experiment",1,"ZscoredScaled"
"4117","CTEEG021",-33197.7927454743,-38132.4909357232,-42738.3220270455,-45827.378219466,"experiment",1,"ZscoredScaled"
"4118","CTEEG022",-5209.35556002033,-6697.58166785878,-7748.691745005,-8253.44585767707,"experiment",1,"ZscoredScaled"
"4119","CTEEG023",-11340.539715382,-14050.0449134797,-16307.8859847168,-17542.960025576,"experiment",1,"ZscoredScaled"
"4120","CTEEG024",-39576.9114159465,-45557.4489299219,-49533.8724794463,-53198.2038469108,"experiment",1,"ZscoredScaled"
"4121","CTEEG049",-18013.9205397504,-21684.3321697034,-24340.4932953197,-26519.8230943766,"experiment",1,"ZscoredScaled"
"4122","CTEEG057",-11915.1084796714,-13897.4819722022,-15724.2978836524,-16804.4212089587,"experiment",1,"ZscoredScaled"
"4123","CTEEG058",-23271.9252710589,-28859.0483025226,-32682.0651391043,-36010.3447139876,"experiment",1,"ZscoredScaled"
"4124","CTEEG060",-5208.76684790266,-6093.30765962595,-6854.34279070917,-7211.09915814645,"experiment",1,"ZscoredScaled"
"4125","CTEEG002",-5717.22482824511,-6440.08948670341,-7782.00528919641,-8567.42583939924,"experiment",1,"ZscoredScaled"
"4126","CTEEG003",-9673.77069197401,-12629.6003400088,-14438.0652784963,-16137.9916231397,"experiment",1,"ZscoredScaled"
"4127","CTEEG004",-17939.4489640564,-22950.0312826646,-27477.0713632427,-30434.2173810276,"experiment",1,"ZscoredScaled"
"4128","CTEEG005",-11702.2174600103,-13768.123065929,-15379.8437743455,-16501.4064231172,"experiment",1,"ZscoredScaled"
"4129","CTEEG006",-6854.46520830296,-7976.74034308348,-8779.37327444237,-9315.2673971238,"experiment",1,"ZscoredScaled"
"4130","CTEEG008",-7412.56276230737,-8614.64549610345,-9341.58653094939,-10281.1247133091,"experiment",1,"ZscoredScaled"
"4131","CTEEG009",-2375.1868543206,-2896.70087723993,-3193.27116241202,-3333.82652901642,"experiment",1,"ZscoredScaled"
"4132","CTEEG011",-26328.739935237,-30628.1405109318,-32857.6738292928,-35230.7860185942,"experiment",1,"ZscoredScaled"
"4133","CTEEG012",-26800.6414506278,-33951.5474892796,-37879.7234631845,-40859.8662023845,"experiment",1,"ZscoredScaled"
"4134","CTEEG013",-13165.4201779439,-16112.9285251617,-18187.4581543601,-19794.0847580162,"experiment",1,"ZscoredScaled"
"4135","CTEEG015",-26480.8760128665,-32900.4570303934,-37588.6527317752,-40150.0483204396,"experiment",1,"ZscoredScaled"
"4136","CTEEG017",-29639.1709361191,-35826.3233201933,-39128.3202957469,-42282.8859490016,"experiment",1,"ZscoredScaled"
"4137","CTEEG018",-8106.52488301128,-10094.1495579689,-11126.4520995966,-11732.264108745,"experiment",1,"ZscoredScaled"
"4138","CTEEG019",-10024.3717696162,-12057.8610953352,-13436.9328653522,-14469.6335371002,"experiment",1,"ZscoredScaled"
"4139","CTEEG021",-33197.7927454743,-38132.4909357232,-42738.3220270455,-45827.378219466,"experiment",1,"ZscoredScaled"
"4140","CTEEG022",-5209.35556002033,-6697.58166785878,-7748.691745005,-8253.44585767707,"experiment",1,"ZscoredScaled"
"4141","CTEEG023",-11340.539715382,-14050.0449134797,-16307.8859847168,-17542.960025576,"experiment",1,"ZscoredScaled"
"4142","CTEEG024",-39576.9114159465,-45557.4489299219,-49533.8724794463,-53198.2038469108,"experiment",1,"ZscoredScaled"
"4143","CTEEG049",-18013.9205397504,-21684.3321697034,-24340.4932953197,-26519.8230943766,"experiment",1,"ZscoredScaled"
"4144","CTEEG057",-11915.1084796714,-13897.4819722022,-15724.2978836524,-16804.4212089587,"experiment",1,"ZscoredScaled"
"4145","CTEEG058",-23271.9252710589,-28859.0483025226,-32682.0651391043,-36010.3447139876,"experiment",1,"ZscoredScaled"
"4146","CTEEG060",-5208.76684790266,-6093.30765962595,-6854.34279070917,-7211.09915814645,"experiment",1,"ZscoredScaled"
"4147","CTEEG002",-5717.22482824511,-6440.08948670341,-7782.00528919641,-8567.42583939924,"experiment",1,"ZscoredScaled"
"4148","CTEEG003",-9673.77069197401,-12629.6003400088,-14438.0652784963,-16137.9916231397,"experiment",1,"ZscoredScaled"
"4149","CTEEG004",-17939.4489640564,-22950.0312826646,-27477.0713632427,-30434.2173810276,"experiment",1,"ZscoredScaled"
"4150","CTEEG005",-11702.2174600103,-13768.123065929,-15379.8437743455,-16501.4064231172,"experiment",1,"ZscoredScaled"
"4151","CTEEG006",-6854.46520830296,-7976.74034308348,-8779.37327444237,-9315.2673971238,"experiment",1,"ZscoredScaled"
"4152","CTEEG008",-7412.56276230737,-8614.64549610345,-9341.58653094939,-10281.1247133091,"experiment",1,"ZscoredScaled"
"4153","CTEEG009",-2375.1868543206,-2896.70087723993,-3193.27116241202,-3333.82652901642,"experiment",1,"ZscoredScaled"
"4154","CTEEG011",-26328.739935237,-30628.1405109318,-32857.6738292928,-35230.7860185942,"experiment",1,"ZscoredScaled"
"4155","CTEEG012",-26800.6414506278,-33951.5474892796,-37879.7234631845,-40859.8662023845,"experiment",1,"ZscoredScaled"
"4156","CTEEG013",-13165.4201779439,-16112.9285251617,-18187.4581543601,-19794.0847580162,"experiment",1,"ZscoredScaled"
"4157","CTEEG015",-26480.8760128665,-32900.4570303934,-37588.6527317752,-40150.0483204396,"experiment",1,"ZscoredScaled"
"4158","CTEEG017",-29639.1709361191,-35826.3233201933,-39128.3202957469,-42282.8859490016,"experiment",1,"ZscoredScaled"
"4159","CTEEG018",-8106.52488301128,-10094.1495579689,-11126.4520995966,-11732.264108745,"experiment",1,"ZscoredScaled"
"4160","CTEEG019",-10024.3717696162,-12057.8610953352,-13436.9328653522,-14469.6335371002,"experiment",1,"ZscoredScaled"
"4161","CTEEG021",-33197.7927454743,-38132.4909357232,-42738.3220270455,-45827.378219466,"experiment",1,"ZscoredScaled"
"4162","CTEEG022",-5209.35556002033,-6697.58166785878,-7748.691745005,-8253.44585767707,"experiment",1,"ZscoredScaled"
"4163","CTEEG023",-11340.539715382,-14050.0449134797,-16307.8859847168,-17542.960025576,"experiment",1,"ZscoredScaled"
"4164","CTEEG024",-39576.9114159465,-45557.4489299219,-49533.8724794463,-53198.2038469108,"experiment",1,"ZscoredScaled"
"4165","CTEEG049",-18013.9205397504,-21684.3321697034,-24340.4932953197,-26519.8230943766,"experiment",1,"ZscoredScaled"
"4166","CTEEG057",-11915.1084796714,-13897.4819722022,-15724.2978836524,-16804.4212089587,"experiment",1,"ZscoredScaled"
"4167","CTEEG058",-23271.9252710589,-28859.0483025226,-32682.0651391043,-36010.3447139876,"experiment",1,"ZscoredScaled"
"4168","CTEEG060",-5208.76684790266,-6093.30765962595,-6854.34279070917,-7211.09915814645,"experiment",1,"ZscoredScaled"
"4169","CTEEG002",-5717.22482824511,-6440.08948670341,-7782.00528919641,-8567.42583939924,"experiment",1,"ZscoredScaled"
"4170","CTEEG003",-9673.77069197401,-12629.6003400088,-14438.0652784963,-16137.9916231397,"experiment",1,"ZscoredScaled"
"4171","CTEEG004",-17939.4489640564,-22950.0312826646,-27477.0713632427,-30434.2173810276,"experiment",1,"ZscoredScaled"
"4172","CTEEG005",-11702.2174600103,-13768.123065929,-15379.8437743455,-16501.4064231172,"experiment",1,"ZscoredScaled"
"4173","CTEEG006",-6854.46520830296,-7976.74034308348,-8779.37327444237,-9315.2673971238,"experiment",1,"ZscoredScaled"
"4174","CTEEG008",-7412.56276230737,-8614.64549610345,-9341.58653094939,-10281.1247133091,"experiment",1,"ZscoredScaled"
"4175","CTEEG009",-2375.1868543206,-2896.70087723993,-3193.27116241202,-3333.82652901642,"experiment",1,"ZscoredScaled"
"4176","CTEEG011",-26328.739935237,-30628.1405109318,-32857.6738292928,-35230.7860185942,"experiment",1,"ZscoredScaled"
"4177","CTEEG012",-26800.6414506278,-33951.5474892796,-37879.7234631845,-40859.8662023845,"experiment",1,"ZscoredScaled"
"4178","CTEEG013",-13165.4201779439,-16112.9285251617,-18187.4581543601,-19794.0847580162,"experiment",1,"ZscoredScaled"
"4179","CTEEG015",-26480.8760128665,-32900.4570303934,-37588.6527317752,-40150.0483204396,"experiment",1,"ZscoredScaled"
"4180","CTEEG017",-29639.1709361191,-35826.3233201933,-39128.3202957469,-42282.8859490016,"experiment",1,"ZscoredScaled"
"4181","CTEEG018",-8106.52488301128,-10094.1495579689,-11126.4520995966,-11732.264108745,"experiment",1,"ZscoredScaled"
"4182","CTEEG019",-10024.3717696162,-12057.8610953352,-13436.9328653522,-14469.6335371002,"experiment",1,"ZscoredScaled"
"4183","CTEEG021",-33197.7927454743,-38132.4909357232,-42738.3220270455,-45827.378219466,"experiment",1,"ZscoredScaled"
"4184","CTEEG022",-5209.35556002033,-6697.58166785878,-7748.691745005,-8253.44585767707,"experiment",1,"ZscoredScaled"
"4185","CTEEG023",-11340.539715382,-14050.0449134797,-16307.8859847168,-17542.960025576,"experiment",1,"ZscoredScaled"
"4186","CTEEG024",-39576.9114159465,-45557.4489299219,-49533.8724794463,-53198.2038469108,"experiment",1,"ZscoredScaled"
"4187","CTEEG049",-18013.9205397504,-21684.3321697034,-24340.4932953197,-26519.8230943766,"experiment",1,"ZscoredScaled"
"4188","CTEEG057",-11915.1084796714,-13897.4819722022,-15724.2978836524,-16804.4212089587,"experiment",1,"ZscoredScaled"
"4189","CTEEG058",-23271.9252710589,-28859.0483025226,-32682.0651391043,-36010.3447139876,"experiment",1,"ZscoredScaled"
"4190","CTEEG060",-5208.76684790266,-6093.30765962595,-6854.34279070917,-7211.09915814645,"experiment",1,"ZscoredScaled"
"4191","CTEEG002",-5717.22482824511,-6440.08948670341,-7782.00528919641,-8567.42583939924,"experiment",1,"ZscoredScaled"
"4192","CTEEG003",-9673.77069197401,-12629.6003400088,-14438.0652784963,-16137.9916231397,"experiment",1,"ZscoredScaled"
"4193","CTEEG004",-17939.4489640564,-22950.0312826646,-27477.0713632427,-30434.2173810276,"experiment",1,"ZscoredScaled"
"4194","CTEEG005",-11702.2174600103,-13768.123065929,-15379.8437743455,-16501.4064231172,"experiment",1,"ZscoredScaled"
"4195","CTEEG006",-6854.46520830296,-7976.74034308348,-8779.37327444237,-9315.2673971238,"experiment",1,"ZscoredScaled"
"4196","CTEEG008",-7412.56276230737,-8614.64549610345,-9341.58653094939,-10281.1247133091,"experiment",1,"ZscoredScaled"
"4197","CTEEG009",-2375.1868543206,-2896.70087723993,-3193.27116241202,-3333.82652901642,"experiment",1,"ZscoredScaled"
"4198","CTEEG011",-26328.739935237,-30628.1405109318,-32857.6738292928,-35230.7860185942,"experiment",1,"ZscoredScaled"
"4199","CTEEG012",-26800.6414506278,-33951.5474892796,-37879.7234631845,-40859.8662023845,"experiment",1,"ZscoredScaled"
"4200","CTEEG013",-13165.4201779439,-16112.9285251617,-18187.4581543601,-19794.0847580162,"experiment",1,"ZscoredScaled"
"4201","CTEEG015",-26480.8760128665,-32900.4570303934,-37588.6527317752,-40150.0483204396,"experiment",1,"ZscoredScaled"
"4202","CTEEG017",-29639.1709361191,-35826.3233201933,-39128.3202957469,-42282.8859490016,"experiment",1,"ZscoredScaled"
"4203","CTEEG018",-8106.52488301128,-10094.1495579689,-11126.4520995966,-11732.264108745,"experiment",1,"ZscoredScaled"
"4204","CTEEG019",-10024.3717696162,-12057.8610953352,-13436.9328653522,-14469.6335371002,"experiment",1,"ZscoredScaled"
"4205","CTEEG021",-33197.7927454743,-38132.4909357232,-42738.3220270455,-45827.378219466,"experiment",1,"ZscoredScaled"
"4206","CTEEG022",-5209.35556002033,-6697.58166785878,-7748.691745005,-8253.44585767707,"experiment",1,"ZscoredScaled"
"4207","CTEEG023",-11340.539715382,-14050.0449134797,-16307.8859847168,-17542.960025576,"experiment",1,"ZscoredScaled"
"4208","CTEEG024",-39576.9114159465,-45557.4489299219,-49533.8724794463,-53198.2038469108,"experiment",1,"ZscoredScaled"
"4209","CTEEG049",-18013.9205397504,-21684.3321697034,-24340.4932953197,-26519.8230943766,"experiment",1,"ZscoredScaled"
"4210","CTEEG057",-11915.1084796714,-13897.4819722022,-15724.2978836524,-16804.4212089587,"experiment",1,"ZscoredScaled"
"4211","CTEEG058",-23271.9252710589,-28859.0483025226,-32682.0651391043,-36010.3447139876,"experiment",1,"ZscoredScaled"
"4212","CTEEG060",-5208.76684790266,-6093.30765962595,-6854.34279070917,-7211.09915814645,"experiment",1,"ZscoredScaled"
"4213","CTEEG002",-5717.22482824511,-6440.08948670341,-7782.00528919641,-8567.42583939924,"experiment",1,"ZscoredScaled"
"4214","CTEEG003",-9673.77069197401,-12629.6003400088,-14438.0652784963,-16137.9916231397,"experiment",1,"ZscoredScaled"
"4215","CTEEG004",-17939.4489640564,-22950.0312826646,-27477.0713632427,-30434.2173810276,"experiment",1,"ZscoredScaled"
"4216","CTEEG005",-11702.2174600103,-13768.123065929,-15379.8437743455,-16501.4064231172,"experiment",1,"ZscoredScaled"
"4217","CTEEG006",-6854.46520830296,-7976.74034308348,-8779.37327444237,-9315.2673971238,"experiment",1,"ZscoredScaled"
"4218","CTEEG008",-7412.56276230737,-8614.64549610345,-9341.58653094939,-10281.1247133091,"experiment",1,"ZscoredScaled"
"4219","CTEEG009",-2375.1868543206,-2896.70087723993,-3193.27116241202,-3333.82652901642,"experiment",1,"ZscoredScaled"
"4220","CTEEG011",-26328.739935237,-30628.1405109318,-32857.6738292928,-35230.7860185942,"experiment",1,"ZscoredScaled"
"4221","CTEEG012",-26800.6414506278,-33951.5474892796,-37879.7234631845,-40859.8662023845,"experiment",1,"ZscoredScaled"
"4222","CTEEG013",-13165.4201779439,-16112.9285251617,-18187.4581543601,-19794.0847580162,"experiment",1,"ZscoredScaled"
"4223","CTEEG015",-26480.8760128665,-32900.4570303934,-37588.6527317752,-40150.0483204396,"experiment",1,"ZscoredScaled"
"4224","CTEEG017",-29639.1709361191,-35826.3233201933,-39128.3202957469,-42282.8859490016,"experiment",1,"ZscoredScaled"
"4225","CTEEG018",-8106.52488301128,-10094.1495579689,-11126.4520995966,-11732.264108745,"experiment",1,"ZscoredScaled"
"4226","CTEEG019",-10024.3717696162,-12057.8610953352,-13436.9328653522,-14469.6335371002,"experiment",1,"ZscoredScaled"
"4227","CTEEG021",-33197.7927454743,-38132.4909357232,-42738.3220270455,-45827.378219466,"experiment",1,"ZscoredScaled"
"4228","CTEEG022",-5209.35556002033,-6697.58166785878,-7748.691745005,-8253.44585767707,"experiment",1,"ZscoredScaled"
"4229","CTEEG023",-11340.539715382,-14050.0449134797,-16307.8859847168,-17542.960025576,"experiment",1,"ZscoredScaled"
"4230","CTEEG024",-39576.9114159465,-45557.4489299219,-49533.8724794463,-53198.2038469108,"experiment",1,"ZscoredScaled"
"4231","CTEEG049",-18013.9205397504,-21684.3321697034,-24340.4932953197,-26519.8230943766,"experiment",1,"ZscoredScaled"
"4232","CTEEG057",-11915.1084796714,-13897.4819722022,-15724.2978836524,-16804.4212089587,"experiment",1,"ZscoredScaled"
"4233","CTEEG058",-23271.9252710589,-28859.0483025226,-32682.0651391043,-36010.3447139876,"experiment",1,"ZscoredScaled"
"4234","CTEEG060",-5208.76684790266,-6093.30765962595,-6854.34279070917,-7211.09915814645,"experiment",1,"ZscoredScaled"
"4235","CTEEG002",-5717.22482824511,-6440.08948670341,-7782.00528919641,-8567.42583939924,"experiment",1,"Minmaxscale"
"4236","CTEEG003",-9673.77069197401,-12629.6003400088,-14438.0652784963,-16137.9916231397,"experiment",1,"Minmaxscale"
"4237","CTEEG004",-17939.4489640564,-22950.0312826646,-27477.0713632427,-30434.2173810276,"experiment",1,"Minmaxscale"
"4238","CTEEG005",-11702.2174600103,-13768.123065929,-15379.8437743455,-16501.4064231172,"experiment",1,"Minmaxscale"
"4239","CTEEG006",-6854.46520830296,-7976.74034308348,-8779.37327444237,-9315.2673971238,"experiment",1,"Minmaxscale"
"4240","CTEEG008",-7412.56276230737,-8614.64549610345,-9341.58653094939,-10281.1247133091,"experiment",1,"Minmaxscale"
"4241","CTEEG009",-2375.1868543206,-2896.70087723993,-3193.27116241202,-3333.82652901642,"experiment",1,"Minmaxscale"
"4242","CTEEG011",-26328.739935237,-30628.1405109318,-32857.6738292928,-35230.7860185942,"experiment",1,"Minmaxscale"
"4243","CTEEG012",-26800.6414506278,-33951.5474892796,-37879.7234631845,-40859.8662023845,"experiment",1,"Minmaxscale"
"4244","CTEEG013",-13165.4201779439,-16112.9285251617,-18187.4581543601,-19794.0847580162,"experiment",1,"Minmaxscale"
